full_name,name,owner.login,owner.type,created_at,description,forks_count,stargazers_count,watchers_count,has_downloads,has_pages,has_issues,has_wiki
cran/poisDoubleSamp,poisDoubleSamp,cran,Organization,2015-02-02T21:46:41Z,Confidence Intervals with Poisson Double Sampling,0,0,0,True,False,False,False
kassambara/r2excel,r2excel,kassambara,User,2014-12-21T11:12:07Z,"Read, write and format Excel files using R",0,0,0,True,False,True,True
thelayc/laycDosage,laycDosage,thelayc,Organization,2015-02-18T22:52:11Z,Repository of helpers functions to facilitate analysis of dosage,0,0,0,True,False,True,True
Bjerring/RISpackage2,RISpackage2,Bjerring,User,2014-06-23T10:47:01Z,This is the RIS-package,0,0,0,True,False,True,True
IndicoDataSolutions/IndicoIo-R,IndicoIo-R,IndicoDataSolutions,Organization,2014-10-03T20:41:41Z,A simple R Wrapper for the indico set of APIs ,0,4,4,True,False,True,True
cran/bio3d,bio3d,cran,Organization,2014-10-15T22:44:42Z,Biological Structure Analysis,0,0,0,True,False,False,False
cran/REdaS,REdaS,cran,Organization,2014-04-23T16:45:16Z,Companion Package to the Book “R: Einführung durch angewandte,0,0,0,True,False,False,False
corybrunson/tautable,tautable,corybrunson,User,2014-10-20T19:28:49Z,critical value tables for Kendall's tau-a,0,0,0,True,False,True,True
gsee/twsInstrument,twsInstrument,gsee,User,2013-01-06T20:03:34Z,mirror of twsInstrument on R-Forge; integrates IBrokers and FinancialInstrument,1,2,2,True,False,True,True
einarhjorleifsson/fishvise,fishvise,einarhjorleifsson,User,2013-11-03T10:38:02Z,"Various functions used at Marine Research Institute, Reykjavik, Iceland",0,1,1,True,False,True,True
MaartenKruijver/DNAprofiles,DNAprofiles,MaartenKruijver,User,2014-01-28T16:53:28Z,R-package for studying forensic DNA,0,0,0,True,False,True,True
ezwelty/linbin,linbin,ezwelty,User,2015-02-09T01:38:45Z,Binning and Plotting of Linearly Referenced Data,0,0,0,True,False,True,True
RossiLorenzo/oandaR,oandaR,RossiLorenzo,User,2015-01-29T09:47:13Z,API access to Oanda.com,0,0,0,True,False,True,True
Rexamine/CITAN,CITAN,Rexamine,Organization,2014-11-29T16:18:37Z,CITation ANalysis toolpack,1,2,2,True,False,True,True
Bioconductor-mirror/GeneNetworkBuilder,GeneNetworkBuilder,Bioconductor-mirror,Organization,2015-03-27T13:59:21Z,,0,0,0,False,False,False,False
Junfang/AKSmooth,AKSmooth,Junfang,User,2014-07-08T13:06:34Z,Ajusted local kernel smoothing for bisulfite sequencing data,2,0,0,True,False,True,True
jimhester/primerTree,primerTree,jimhester,User,2013-09-24T13:40:44Z,PrimerTree: Visually Assessing the Specificity and Informativeness of Primer Pairs,2,3,3,True,False,True,True
Bioconductor-mirror/Mfuzz,Mfuzz,Bioconductor-mirror,Organization,2015-03-27T14:09:05Z,,0,0,0,False,False,False,False
wrathematics/pbdDMAT,pbdDMAT,wrathematics,User,2012-10-16T18:55:53Z,Distributed matrix classes and methods for the pbdR project.,4,3,3,True,False,True,True
kurtharriger/rcdpres,rcdpres,kurtharriger,User,2015-03-30T20:11:21Z,Nothing to see here yet,0,0,0,True,True,True,True
QuantGen/MTM,MTM,QuantGen,Organization,2015-04-17T18:34:36Z,Multivariate Gaussian Models for Genomic and Pedigree Data,0,0,0,True,True,True,True
cysouw/qlcRecode,qlcRecode,cysouw,User,2014-06-06T15:52:59Z,Data recoding functions for Quantitative Language Comparions (QLC),1,0,0,True,False,True,True
ikkyle/Imisc,Imisc,ikkyle,User,2014-12-04T22:26:23Z,,0,0,0,True,False,True,True
Bioconductor-mirror/MmPalateMiRNA,MmPalateMiRNA,Bioconductor-mirror,Organization,2015-03-27T14:09:42Z,,0,0,0,False,False,False,False
cran/statcheck,statcheck,cran,Organization,2014-11-20T11:44:46Z,Extract statistics from articles and recompute p values,0,0,0,True,False,False,False
Bioconductor-mirror/derfinderPlot,derfinderPlot,Bioconductor-mirror,Organization,2015-03-27T15:41:18Z,,0,0,0,False,False,False,False
Bioconductor-mirror/GeneGA,GeneGA,Bioconductor-mirror,Organization,2015-03-27T13:58:59Z,,0,0,0,False,False,False,False
qitools/home,home,qitools,Organization,2013-11-30T16:31:34Z,,2,0,0,True,False,True,True
paulklemm/regression-cube-r-package,regression-cube-r-package,paulklemm,User,2015-02-13T11:44:18Z,R Package needed on the OpenCPU Server for Regression-Cube client to run,0,0,0,True,False,True,True
renozao/CLIR,CLIR,renozao,User,2013-11-21T17:41:00Z,Command Line Interface for R packages,1,0,0,True,False,True,True
Bioconductor-mirror/cytofkit,cytofkit,Bioconductor-mirror,Organization,2015-03-27T15:40:08Z,,0,0,0,False,False,False,False
cran/flora,flora,cran,Organization,2014-03-13T04:42:47Z,flora: taxonomical information on flowering species that occur,0,0,0,True,False,False,False
dichika/sinchokur,sinchokur,dichika,User,2015-01-01T03:52:28Z,進捗を支える技術,1,2,2,True,False,True,True
cran/BANFF,BANFF,cran,Organization,2014-12-29T17:44:46Z,Bayesian Network Feature Finder,0,0,0,True,False,False,False
timkaye11/bnpThesis,bnpThesis,timkaye11,User,2015-02-12T23:56:53Z,thesis on non-parametric bayesian markov chain methods,0,0,0,True,False,True,True
cran/BayesMed,BayesMed,cran,Organization,2014-03-12T18:26:40Z,"Default Bayesian hypothesis tests for correlation, partial",0,0,0,True,False,False,False
Bioconductor-mirror/ternarynet,ternarynet,Bioconductor-mirror,Organization,2015-03-27T19:08:59Z,,0,0,0,False,False,False,False
atno/ExperimentManager,ExperimentManager,atno,User,2014-10-26T16:05:18Z,an R package to version control your erratic experiments,0,0,0,True,False,True,True
peterhurford/cerberus,cerberus,peterhurford,User,2015-03-13T23:03:44Z,An attempt at nested R projects,0,1,1,True,False,True,True
mananshah99/rotationforest,rotationforest,mananshah99,User,2015-04-18T10:01:11Z,R rotation forest module,0,0,0,True,False,True,True
rbuhler/unitTest,unitTest,rbuhler,User,2015-01-04T23:28:58Z,R package for unit test developments.,0,0,0,True,False,True,True
Bioconductor-mirror/compcodeR,compcodeR,Bioconductor-mirror,Organization,2015-03-27T15:38:29Z,,0,0,0,False,False,False,False
WetRobot/test_package,test_package,WetRobot,User,2015-04-12T11:37:42Z,A test of RStudio's github capabilities,0,0,0,True,False,True,True
Bioconductor-mirror/ITALICS,ITALICS,Bioconductor-mirror,Organization,2015-03-27T14:04:03Z,,0,0,0,False,False,False,False
Bioconductor-mirror/Cormotif,Cormotif,Bioconductor-mirror,Organization,2015-03-27T13:13:34Z,,0,0,0,False,False,False,False
cran/rNMF,rNMF,cran,Organization,2015-02-11T07:44:17Z,Robust Nonnegative Matrix Factorization,1,2,2,True,False,False,False
jeffwong/teradataR,teradataR,jeffwong,User,2013-06-14T21:49:25Z,mirror for R package to communicate with Teradata,2,1,1,True,False,True,True
cran/bayesDccGarch,bayesDccGarch,cran,Organization,2015-01-14T01:44:25Z,The Bayesian Dynamic Conditional Correlation GARCH Model,0,1,1,True,False,False,False
cran/Sleuth3,Sleuth3,cran,Organization,2014-03-13T03:39:13Z,"Data sets from Ramsey and Schafer's ""Statistical Sleuth (3rd",0,0,0,True,False,False,False
WilliamCooper/Ranadu,Ranadu,WilliamCooper,User,2014-06-19T12:51:01Z,R-based Analysis for NCAR-Aircraft-Data Users,0,0,0,True,False,True,True
Bioconductor-mirror/clippda,clippda,Bioconductor-mirror,Organization,2015-03-27T15:36:59Z,,0,0,0,False,False,False,False
SMAPPNYU/smappR,smappR,SMAPPNYU,Organization,2014-02-22T03:51:10Z,R tools for analysis of Twitter data,19,23,23,True,False,True,True
sofilibi/hello2,hello2,sofilibi,User,2015-04-21T20:41:42Z,hello2,0,0,0,True,False,True,True
Bioconductor-mirror/staRank,staRank,Bioconductor-mirror,Organization,2015-03-27T19:08:12Z,,0,0,0,False,False,False,False
cran/orgR,orgR,cran,Organization,2014-12-20T07:44:39Z,Analyse Text Files Created by Emacs' Org mode,0,0,0,True,False,False,False
andronekomimi/SNPVizualTools,SNPVizualTools,andronekomimi,User,2015-04-02T16:11:28Z,Suite of R tools for custom SNP vizualisation,0,1,1,True,False,True,True
brian-bot/rCGH,rCGH,brian-bot,User,2015-02-03T23:02:27Z,,0,0,0,True,False,False,True
Bioconductor-mirror/Clomial,Clomial,Bioconductor-mirror,Organization,2015-03-27T13:12:18Z,,0,0,0,False,False,False,False
jarad/ISDSWorkshop,ISDSWorkshop,jarad,User,2014-06-23T18:35:43Z,An R package for the Introduction to R for Disease Surveillance workshop for the International Society for Disease Surveillance,2,0,0,True,False,True,True
cran/cvAUC,cvAUC,cran,Organization,2014-03-13T04:22:21Z,Cross-Validated Area Under the ROC Curve Confidence Intervals,0,0,0,True,False,False,False
Bioconductor-mirror/neaGUI,neaGUI,Bioconductor-mirror,Organization,2015-03-27T16:56:27Z,,0,0,0,False,False,False,False
juaparal/devel_data_prod,devel_data_prod,juaparal,User,2015-03-17T16:23:30Z,Developing Data Products project,0,0,0,True,False,True,True
david78k/mstats,mstats,david78k,User,2015-03-10T05:51:47Z,,0,0,0,True,False,True,True
rogiersbart/RGROUNDWATER,RGROUNDWATER,rogiersbart,User,2014-03-04T20:28:30Z,,0,0,0,True,False,True,True
leeper/msgtools,msgtools,leeper,User,2014-08-11T17:08:40Z,Tools for developing diagnostic messages,0,1,1,True,False,True,True
ramnathv/rbokeh,rbokeh,ramnathv,User,2014-12-12T17:54:45Z,R Bindings to Bokeh,3,20,20,True,False,True,True
cran/rAltmetric,rAltmetric,cran,Organization,2014-03-13T05:58:14Z,Retrieves altmerics data for any published paper from,0,0,0,True,False,False,False
Bioconductor-mirror/AIMS,AIMS,Bioconductor-mirror,Organization,2015-03-27T13:00:36Z,,0,0,0,False,False,False,False
michelk/riverCS.R,riverCS.R,michelk,User,2013-01-10T06:38:25Z,Library for river-cross-section analysis and modification,0,1,1,True,False,True,True
PoisotLab/betalink,betalink,PoisotLab,Organization,2012-05-15T17:38:26Z,Comparison of the structure of interaction networks,2,6,6,True,False,True,True
cran/MCMC4Extremes,MCMC4Extremes,cran,Organization,2015-04-01T22:44:10Z,Posterior Distribution of Extreme Value Models in R,0,0,0,True,False,False,False
walkerjeffd/weathergen,weathergen,walkerjeffd,User,2014-07-23T19:00:22Z,weathergen R Package,0,0,0,True,True,True,True
laurieKell/kobe,kobe,laurieKell,User,2013-04-22T22:14:56Z,Kobe advice plots for tuna RFMOs,2,0,0,True,False,True,True
chr1swallace/random-functions,random-functions,chr1swallace,User,2012-08-21T12:41:44Z,R functions for which I want some version control,4,3,3,True,True,True,True
Statisticat/LaplacesDemonCpp,LaplacesDemonCpp,Statisticat,User,2014-05-13T01:22:53Z,C++ Extension of LaplacesDemon,1,3,3,True,False,True,True
marchion/switchBox,switchBox,marchion,User,2014-11-19T17:34:32Z,Bioconductor repository for switchBox package,0,0,0,True,False,True,True
cran/AsynchLong,AsynchLong,cran,Organization,2015-02-22T21:46:35Z,Regression Analysis of Sparse Asynchronous Longitudinal Data,0,0,0,True,False,False,False
cran/RcmdrPlugin.NMBU,RcmdrPlugin.NMBU,cran,Organization,2014-03-13T03:22:28Z,R Commander Plug-In for statistics at NMBU,0,0,0,True,False,True,True
Bioconductor-mirror/CoCiteStats,CoCiteStats,Bioconductor-mirror,Organization,2015-03-27T13:12:30Z,,0,0,0,False,False,False,False
robertzk/rokogiri,rokogiri,robertzk,User,2015-02-20T06:18:58Z,"An XML generator DSL in R, inspired by Ruby's Nokogiri",0,1,1,True,False,True,True
cran/PRISMA,PRISMA,cran,Organization,2014-03-12T19:45:53Z,Protocol Inspection and State Machine Analysis,0,0,0,True,False,False,False
mpodell/prob_dfs,prob_dfs,mpodell,User,2014-12-14T22:54:47Z,capstone package,0,0,0,True,False,True,True
merlinoa/exhibit,exhibit,merlinoa,User,2014-09-23T20:50:15Z,clean up objects returned by ChainLadder package,0,0,0,True,False,True,True
Bioconductor-mirror/baySeq,baySeq,Bioconductor-mirror,Organization,2015-03-27T14:35:30Z,,0,0,0,False,False,False,False
edzer/trajectories,trajectories,edzer,User,2014-02-26T10:07:24Z,R package for handling and analyzing trajectories,6,2,2,True,False,True,True
PeteHaitch/methsim,methsim,PeteHaitch,User,2015-01-10T05:38:01Z,An R package to simulate DNA methylation data.,0,0,0,True,False,True,True
MarcoDVisser/FDPtools,FDPtools,MarcoDVisser,User,2013-09-25T16:01:39Z,Tools for working with forest dynamics plot data,0,1,1,True,False,True,True
ropensci/rAvis,rAvis,ropensci,Organization,2013-11-04T14:51:32Z,"rAvis: an R-package to download the information stored in “proyectoavis”, a citizen science bird project. ",0,4,4,True,False,True,True
zachmayer/cv.ts,cv.ts,zachmayer,User,2012-06-11T12:48:22Z,Cross-validate time series forecasts,0,11,11,True,False,True,True
kbroman/qtl,qtl,kbroman,User,2009-02-12T19:08:24Z,R/qtl: A QTL mapping environment,18,22,22,True,False,True,False
cran/MOrder,MOrder,cran,Organization,2014-12-02T07:44:42Z,Check Time Homogeneity and Markov Chain Order,0,0,0,True,False,False,False
kevinstadler/mantel,mantel,kevinstadler,User,2014-11-04T10:53:00Z,An R package for computing distance matrices and performing Mantel tests,1,0,0,True,False,True,True
Bioconductor-mirror/EMDomics,EMDomics,Bioconductor-mirror,Organization,2015-04-14T17:10:16Z,,0,0,0,False,False,False,False
alyssafrazee/polyester,polyester,alyssafrazee,User,2014-05-01T19:02:36Z,"Bioconductor package ""polyester"", devel version. RNA-seq read simulator. ",9,18,18,True,False,True,True
OHDSI/OhdsiStudy2,OhdsiStudy2,OHDSI,Organization,2015-02-03T17:41:51Z,Treatment Pathways Study Protocol 12 Months,0,0,0,True,False,True,True
mgencare/RBigPivot,RBigPivot,mgencare,User,2015-02-27T04:02:27Z,,0,0,0,True,False,True,True
cran/BayesLCA,BayesLCA,cran,Organization,2014-03-12T18:26:33Z,Bayesian Latent Class Analysis,0,1,1,True,False,False,False
jdeboer/gcalendar,gcalendar,jdeboer,User,2015-02-12T12:33:16Z,Google Calendar API client library for R,1,4,4,True,False,True,True
dbottomly/plethy,plethy,dbottomly,User,2013-08-13T16:14:38Z,Analysis of whole body plethysmography data in R,0,0,0,True,False,True,True
az0/mlmeta,mlmeta,az0,User,2014-11-07T05:52:22Z,Machine Learning Metaprogramming for R,0,2,2,True,False,True,True
cran/MPSEM,MPSEM,cran,Organization,2014-03-12T19:29:31Z,Modeling Phylogenetic Signals using Eigenvector Maps,0,0,0,True,False,False,False
Bioconductor-mirror/hpar,hpar,Bioconductor-mirror,Organization,2015-03-27T16:43:40Z,,0,0,0,False,False,False,False
elsayed-lab/org.TcCLB.tritryp.db,org.TcCLB.tritryp.db,elsayed-lab,Organization,2015-04-30T19:16:01Z,Genome wide annotations for Trypanosoma cruzi strain CL Brener,0,0,0,True,False,True,True
cran/DnE,DnE,cran,Organization,2014-03-12T18:45:34Z,DnE(Distribution and Equation),0,0,0,True,False,False,False
cran/marmap,marmap,cran,Organization,2014-03-13T05:16:19Z,"Import, plot and analyze bathymetric and topographic data",0,0,0,True,False,False,False
santiagombv/selint,selint,santiagombv,User,2014-10-10T00:32:08Z,,0,0,0,True,False,True,True
sebastianbarfort/mapDK,mapDK,sebastianbarfort,User,2015-01-30T20:45:20Z,Maps of Denmark with R and ggplot package ,1,12,12,True,False,True,True
duncantl/RLLVMCompile,RLLVMCompile,duncantl,User,2012-04-01T18:04:28Z,LLVM-based compiler for R code (experimental),2,19,19,True,False,True,True
jayjacobs/farsight,farsight,jayjacobs,User,2014-12-04T20:16:41Z,API for R to query the Farsight DNSDB API,0,0,0,True,False,True,True
EDiLD/esmisc,esmisc,EDiLD,User,2014-07-07T13:17:50Z,misc functions,3,0,0,True,False,True,True
jfisher-usgs/Grid2Polygons,Grid2Polygons,jfisher-usgs,User,2012-05-18T22:18:57Z,Convert spatial grids to polygons,0,1,1,True,False,True,True
crowdpen/crowdpen-r,crowdpen-r,crowdpen,Organization,2014-12-15T12:28:03Z,Connect and import datasets from crowdpen.com platform using R-language,0,0,0,True,False,True,True
ikwak2/aSPU,aSPU,ikwak2,User,2014-09-28T22:50:00Z,An R package for adaptive sum of powered score test(ASPU) in genetic association studies.,1,1,1,True,False,True,True
ropensci/paleobioDB,paleobioDB,ropensci,Organization,2014-01-24T17:09:05Z,R interface to the Paleobiology Database,6,12,12,True,False,True,True
jdstorey/edge,edge,jdstorey,User,2014-06-24T23:32:09Z,,0,2,2,True,False,True,True
hansoleorka/myR,myR,hansoleorka,User,2014-08-26T08:08:35Z,My R tools,0,0,0,True,False,True,True
cran/gsalib,gsalib,cran,Organization,2014-03-13T04:55:44Z,Utility functions for GATK,0,0,0,True,False,False,False
Bioconductor-mirror/EBImage,EBImage,Bioconductor-mirror,Organization,2015-03-27T13:17:19Z,,0,0,0,False,False,False,False
cran/car,car,cran,Organization,2014-03-13T04:11:37Z,Companion to Applied Regression,1,0,0,True,False,False,False
hrpcisd/distcomp,distcomp,hrpcisd,User,2014-12-22T05:00:14Z,Distributed Computations,1,4,4,True,False,True,True
cran/mht,mht,cran,Organization,2014-03-13T05:20:20Z,Multiple Hypotheses Testing For Variable Selection,0,0,0,True,False,False,False
jokergoo/pheatmap2,pheatmap2,jokergoo,User,2014-12-24T15:50:41Z,pretty and parallel heatmap,0,1,1,True,False,True,True
cran/CopulaREMADA,CopulaREMADA,cran,Organization,2015-02-22T23:43:54Z,Copula Mixed Effect Models for Bivariate Meta-Analysis of,1,1,1,True,False,False,False
Bioconductor-mirror/ARRmNormalization,ARRmNormalization,Bioconductor-mirror,Organization,2015-03-27T13:01:45Z,,0,0,0,False,False,False,False
antongrau/MONECA,MONECA,antongrau,User,2015-02-17T17:57:30Z,MONECA - Mobility Network Clustering Algorithm,0,1,1,True,False,True,True
usnistgov/erccdashboard,erccdashboard,usnistgov,Organization,2014-02-26T18:32:45Z,Analyze ERCC spike-in RNA controls in Differential Gene Expression Experiments,3,3,3,True,False,True,True
cran/rpart.plot,rpart.plot,cran,Organization,2014-03-13T06:10:15Z,Plot rpart models.  An enhanced version of plot.rpart.,0,0,0,True,False,False,False
NathanEpstein/finData,finData,NathanEpstein,User,2015-01-22T17:30:25Z,R library for easily scraping financial time series data,1,8,8,True,False,True,True
cran/babar,babar,cran,Organization,2015-02-25T01:43:25Z,Bayesian Bacterial Growth Curve Analysis in R,0,0,0,True,False,False,False
Zelazny7/boostcard,boostcard,Zelazny7,User,2015-04-13T21:17:57Z,Gradient boosted risk scorecards,0,0,0,True,False,True,True
cran/gte,gte,cran,Organization,2014-03-13T04:57:41Z,Generalized Turnbull's estimator,0,0,0,True,False,False,False
cran/rneos,rneos,cran,Organization,2014-03-13T06:08:49Z,rneos: XML-RPC Interface to NEOS,0,0,0,True,False,False,False
Bioconductor-mirror/GreyListChIP,GreyListChIP,Bioconductor-mirror,Organization,2015-03-27T14:01:47Z,,0,0,0,False,False,False,False
MichaelMalick/r-malick,r-malick,MichaelMalick,User,2013-08-06T15:36:17Z,An R package containing random but personally useful functions,0,0,0,True,False,True,True
cran/kedd,kedd,cran,Organization,2014-03-13T05:04:23Z,Kernel Estimator and Bandwidth Selection for Density and its,0,0,0,True,False,False,False
Bioconductor-mirror/CORREP,CORREP,Bioconductor-mirror,Organization,2015-03-27T13:09:54Z,,0,0,0,False,False,False,False
cran/RcmdrPlugin.RMTCJags,RcmdrPlugin.RMTCJags,cran,Organization,2014-12-17T23:45:08Z,R MTC Jags Rcmdr Plugin,0,0,0,True,False,False,False
ropensci/ro,ro,ropensci,Organization,2015-03-17T20:43:11Z,ropensci package manager,0,1,1,True,False,True,True
cran/kissmig,kissmig,cran,Organization,2015-01-30T23:44:04Z,a Keep It Simple Species Migration Model,0,0,0,True,False,False,False
decisionpatterns/searchable,searchable,decisionpatterns,Organization,2015-03-20T18:29:40Z,"Make R objects more searchable by matching names based on case (in)sensitivity, regular expressions, etc.",0,8,8,True,False,True,True
cran/tergm,tergm,cran,Organization,2014-03-13T06:37:56Z,"Fit, Simulate and Diagnose Models for Network Evolution based on",0,0,0,True,False,False,False
cran/rjags,rjags,cran,Organization,2014-03-13T06:08:10Z,Bayesian graphical models using MCMC,1,1,1,True,False,False,False
cran/rgbif,rgbif,cran,Organization,2014-03-13T06:05:58Z,Interface to the Global Biodiversity Information Facility API,0,0,0,True,False,False,False
cran/RDota,RDota,cran,Organization,2015-01-26T07:44:05Z,Data Analysis Toolbox for Dota2,0,0,0,True,False,False,False
Bioconductor-mirror/gpls,gpls,Bioconductor-mirror,Organization,2015-03-27T15:53:50Z,,0,0,0,False,False,False,False
USGS-R/sensorQC,sensorQC,USGS-R,Organization,2014-06-26T22:09:44Z,sensorQC is a flexible framework for QAQCing high-frequency data for a continuously evolving catalogue of sensors,2,2,2,True,False,True,True
cran/PDQutils,PDQutils,cran,Organization,2015-02-12T23:43:45Z,PDQ Functions via Gram Charlier and Cornish Fisher,0,0,0,True,False,False,False
almlab/texmexseq,texmexseq,almlab,Organization,2015-03-11T14:39:17Z,Treatment Effect eXplorer for Microbial Ecology eXperiments,1,0,0,True,False,True,True
cran/BOIN,BOIN,cran,Organization,2014-09-19T16:44:29Z,Bayesian Optimal Interval Design for Phase I Clinical Trials,0,0,0,True,False,False,False
cran/dpcR,dpcR,cran,Organization,2014-03-13T04:29:13Z,Digital PCR Analysis,0,0,0,True,False,False,False
cran/rSPACE,rSPACE,cran,Organization,2014-12-16T21:45:17Z,Spatially-Explicit Power Analysis for Conservation and Ecology,0,0,0,True,False,False,False
HajkD/seqstats,seqstats,HajkD,User,2015-02-12T09:52:35Z,Biological Sequence Statistics in R,0,0,0,True,False,True,True
sinhrks/ggfortify,ggfortify,sinhrks,User,2014-10-05T03:06:26Z,Define fortify and autoplot functions to allow ggplot2 to handle some popular R packages.,3,31,31,True,False,True,True
cboettig/regimeshifts,regimeshifts,cboettig,User,2015-02-11T19:27:55Z,R package providing simulations and data from ecological regime shifts,0,0,0,True,False,True,True
cran/MTurkR,MTurkR,cran,Organization,2014-03-12T19:31:17Z,Access to Amazon Mechanical Turk Requester API via R,0,0,0,True,False,False,False
carloscinelli/benford.analysis,benford.analysis,carloscinelli,User,2014-12-19T05:18:36Z,benford.analysis,0,0,0,True,False,True,True
johnbaums/trees,trees,johnbaums,User,2015-01-30T14:54:40Z,Simulate and plot trees in R,1,0,0,True,False,True,True
brainvat/brbPackageTry,brbPackageTry,brainvat,User,2015-03-18T02:36:33Z,Package development exercise from the Berkeley R Beginners Group,0,0,0,True,False,True,True
Mullefa/alertr,alertr,Mullefa,User,2015-04-28T19:36:05Z,"alert users to anomalies in univariate time series data, and visualise the results",0,1,1,True,False,True,True
cran/boottol,boottol,cran,Organization,2015-02-20T07:43:52Z,Bootstrap Tolerance Levels for Credit Scoring Validation,0,0,0,True,False,False,False
cran/rbiouml,rbiouml,cran,Organization,2014-03-13T06:02:34Z,Functions to interact with BioUML server,0,0,0,True,False,False,False
Bioconductor-mirror/dexus,dexus,Bioconductor-mirror,Organization,2015-03-27T15:41:22Z,,0,0,0,False,False,False,False
Bioconductor-mirror/MGFM,MGFM,Bioconductor-mirror,Organization,2015-03-27T14:06:41Z,,0,0,0,False,False,False,False
Bioconductor-mirror/metaseqR,metaseqR,Bioconductor-mirror,Organization,2015-03-27T16:54:12Z,,0,0,0,False,False,False,False
pjpalla/dummyR,dummyR,pjpalla,User,2015-01-08T23:16:08Z,A dummy R repo,0,0,0,True,False,True,True
cran/chemometrics,chemometrics,cran,Organization,2014-03-13T04:14:50Z,Multivariate Statistical Analysis in Chemometrics,0,0,0,True,False,False,False
ISA-tools/Risa,Risa,ISA-tools,Organization,2011-03-07T22:51:18Z,"Risa allows to access metadata/data in ISA-tab format and builds Bioconductor data structures. Apart from parsing ISA-tab files, the package also provides functionality to save the ISA-tab dataset, or each of its individual files. Additionally, it is also possible to update assay files. Currently, metadata associated to proteomics and metabolomics-based assays (i.e. mass spectrometry) can be processed into an xcmsSet object (from the xcms R package).",5,12,12,True,False,True,True
kbenoit/quantedaData,quantedaData,kbenoit,User,2014-09-04T14:34:36Z,Data package to accompany quanteda,0,0,0,True,False,True,True
gaborcsardi/prettysymbols,prettysymbols,gaborcsardi,User,2015-04-14T02:57:39Z,Pretty unicode symbols in R,0,7,7,True,False,True,True
cbaumbach/treeFun,treeFun,cbaumbach,User,2015-03-17T15:43:46Z,"R functions for creating, manipulating, and plotting trees",0,0,0,True,False,True,True
cran/neldermead,neldermead,cran,Organization,2014-03-13T05:29:29Z,R port of the Scilab neldermead module,0,0,0,True,False,False,False
sheng-liu/SeqData,SeqData,sheng-liu,User,2014-12-10T21:07:30Z,A data structure and four simple tools build upon it for sequencing data analysis,0,0,0,True,False,True,True
davids99us/anomaly,anomaly,davids99us,User,2015-04-17T10:23:56Z,Segmentation and anomaly detection on big data,0,0,0,True,False,True,True
AKitsche/WinProp,WinProp,AKitsche,User,2014-10-28T10:16:56Z,Function to calculate Win Probabilities and corresponding confidence intervals,0,0,0,True,False,True,True
losmescaleros/twitter-sentimentsR,twitter-sentimentsR,losmescaleros,User,2015-03-27T19:30:43Z,,0,0,0,True,False,True,True
jtrecenti/rcnj,rcnj,jtrecenti,User,2015-04-01T21:05:35Z,"Pacote com dados do CNJ, incluindo justica em numeros e outros",0,0,0,True,False,True,True
Bioconductor-mirror/geneRecommender,geneRecommender,Bioconductor-mirror,Organization,2015-03-27T15:51:48Z,,0,0,0,False,False,False,False
krlmlr/wrswoR,wrswoR,krlmlr,User,2013-03-05T08:11:44Z,A package with different implementations of weighted random sampling without replacement in R,0,2,2,True,True,True,True
refunders/refund.wave,refund.wave,refunders,Organization,2015-02-26T15:06:03Z,Wavelet-based regression for scalar responses and functional predictors.,0,1,1,True,False,True,True
bdemeshev/sophisthse,sophisthse,bdemeshev,User,2014-10-18T06:54:14Z,R package to download data from sophist.hse.ru,1,2,2,True,False,True,True
Bioconductor-mirror/idiogram,idiogram,Bioconductor-mirror,Organization,2015-03-27T16:44:30Z,,0,0,0,False,False,False,False
jebyrnes/hadsstR,hadsstR,jebyrnes,User,2014-12-10T02:15:59Z,R Library for working with HadSST Data,1,0,0,True,False,True,True
cran/readMLData,readMLData,cran,Organization,2014-03-13T06:03:53Z,Reading machine learning benchmark data sets from different,0,0,0,True,False,False,False
Bioconductor-mirror/cancerclass,cancerclass,Bioconductor-mirror,Organization,2015-03-27T14:38:39Z,,0,0,0,False,False,False,False
cran/EpiResTest,EpiResTest,cran,Organization,2014-12-05T19:44:56Z,Latent Residuals Test for Epidemiology and Ecology Models,0,0,0,True,False,False,False
katieromanenko/Excercise7,Excercise7,katieromanenko,User,2014-12-28T16:33:35Z,"package created for Excercise 7, containing two Add functions. ",0,0,0,True,False,True,True
thomasp85/MSGFplus-release,MSGFplus-release,thomasp85,User,2014-10-15T09:39:14Z,A link to the release version of MSGFplus,0,0,0,True,False,True,True
cloudyr/aws.cloudtrail,aws.cloudtrail,cloudyr,Organization,2014-12-24T14:41:25Z,AWS CloudTrail Client Package,0,0,0,True,False,True,True
ESQUANT/stockaid,stockaid,ESQUANT,User,2014-10-06T23:57:46Z,,0,0,0,True,False,True,True
lmullen/mullenMisc,mullenMisc,lmullen,User,2014-03-26T00:21:06Z,An R package of functions I use across projects,0,3,3,True,False,True,True
thomasren1/compMethod,compMethod,thomasren1,User,2015-02-05T10:32:55Z,,0,0,0,True,False,True,True
renlund/dataman,dataman,renlund,User,2015-04-01T11:29:30Z,Data management,0,0,0,True,False,True,True
cran/LIM,LIM,cran,Organization,2014-03-12T19:18:09Z,Linear Inverse Model examples and solution methods.,1,0,0,True,False,False,False
bbolker/fitsir,fitsir,bbolker,User,2014-09-24T02:19:48Z,,0,0,0,True,False,True,True
Bioconductor-mirror/inSilicoMerging,inSilicoMerging,Bioconductor-mirror,Organization,2015-03-27T16:46:16Z,,0,0,0,False,False,False,False
