"package","version"
"grade","0.2-1"
"GRaF","0.1-12"
"gRain","1.2-3"
"gramEvol","2.0-2"
"GrammR","1.0.1"
"granova","2.1"
"granovaGG","1.3"
"gRapfa","1.0"
"graph",NA
"gRapHD","0.2.4"
"GrapheR","1.9-84"
"graphicalVAR","0.1.2"
"graphicsQC","1.0-6"
"GraphPCA","1.0"
"graphscan","1.0"
"GrassmannOptim","2.0"
"gRbase","1.7-0.1"
"gRc","0.4-1"
"greport","0.5-2"
"Grid2Polygons","0.1-5"
"gridBase","0.4-7"
"gridDebug","0.4-0"
"gridExtra","0.9.1"
"gridGraphics","0.1-3"
"gridGraphviz","0.1"
"gridSVG","1.4-3"
"GriegSmith","1.0"
"gRim","0.1-17"
"grImport","0.9-0"
"grnn","0.1.0"
"groc","1.0.4"
"grofit","1.1.1-1"
"grouped","0.6-0"
"GroupSeq","1.3.2"
"growcurves","0.2.3.9"
"growfunctions","0.11"
"growthmodels","1.2.0"
"growthrate","1.3"
"grplasso","0.4-5"
"grppenalty","2.1-0"
"grpreg","2.8-0"
"grt","0.2"
"GRTo","1.2"
"GSA","1.03"
"GSAgm","1.0"
"gsalib","2.1"
"gsarima","0.1-4"
"gsbDesign","0.96-2"
"gsDesign","2.9-3"
"GSE","3.1"
"GSEABase",NA
"gSeg","0.1"
"gset","1.1.0"
"gsg","2.0"
"gsheet","0.1.0"
"GSIF","0.4-4"
"gskat","1.0"
"gsl","1.9-10"
"GSM","1.3.1"
"gsmoothr","0.1.7"
"gss","2.1-4"
"gsscopu","0.9-2"
"gstat","1.0-22"
"gstudio","1.3"
"gsubfn","0.6-6"
"GSVA",NA
"GSVAdata",NA
"gsw","1.0-3"
"gtable","0.1.2"
"gtcorr","0.2-1"
"gte","1.2-2"
"gtools","3.4.1"
"gtop","0.2.0"
"gtx","0.0.8"
"GuardianR","0.5"
"Guerry","1.6-1"
"GUIDE","1.0.9"
"GUILDS","1.2"
"GUIProfiler","0.1.2"
"gumbel","1.05"
"GUniFrac","1.0"
"GUTS","0.3.5"
"gvcm.cat","1.9"
"gvlma","1.0.0.2"
"GWAF","2.2"
"GWASExactHW","1.01"
"gwerAM","1.0"
"GWG","1.0"
"gWidgets","0.0-54"
"gWidgets2","1.0-5"
"gWidgets2RGtk2","1.0-3"
"gWidgets2tcltk","1.0-4"
"gWidgetsRGtk2","0.0-83"
"gWidgetstcltk","0.0-55"
"GWmodel","1.2-5"
"GWRM","1.1"
"gwrr","0.2-1"
"GWsignif","1.0"
"GxM","1.1"
"h2o","2.8.4.4"
"haarfisz","4.5"
"HAC","1.0-2"
"HadoopStreaming","0.2"
"hamlet","0.7"
"HandTill2001","0.2-9"
"Hankel","0.0-1"
"hapassoc","1.2-7"
"HapEstXXR","0.1-7"
"HAPim","1.3"
"Haplin","5.3"
"haplo.ccs","1.3.1"
"HaploSim","1.8.4"
"haplo.stats","1.6.11"
"HAP.ROR","1.0"
"HardyWeinberg","1.5.5"
"harvestr","0.6.0"
"hash","2.2.6"
"hashFunction","1.0"
"hasseDiagram","0.1.1"
"haven","0.1.1"
"hawkes","0.0-4"
"hazus","0.1"
"hbim","1.0.3"
"hbm","1.0"
"hbmem","0.3"
"hbsae","1.0"
"HBSTM","1.0.1"
"hcc","0.54"
"hcci","1.0.0"
"hcp","0.1"
"hda","0.2-12"
"HDclassif","1.2.3"
"hddplot","0.56"
"hddtools","0.2.4"
"hdeco","0.4.1"
"hdi","0.1-2"
"hdlm","1.2"
"HDMD","1.2"
"HDPenReg","0.91"
"hdrcde","3.1"
"HDtweedie","1.1"
"HEAT","1.2"
"heatex","1.0"
"heatmap3","1.0.7"
"heatmapFit","2.0.2"
"heatmap.plus","1.3"
"Heatplus",NA
"heavy","0.2-35"
"helloJavaWorld","0.0-9"
"helsinki","0.9.24"
"heplots","1.0-12"
"hergm","2.2-1"
"heritability","1.1"
"hermite","1.0.1"
"hett","0.3-1"
"het.test","0.1"
"hexbin","1.27.0"
"hexView","0.3-3"
"hflights","0.1"
"hgam","0.1-2"
"hglasso","1.2"
"hglm","2.0-11"
"hglm.data","1.0-0"
"HGNChelper","0.3.1"
"hgu133a.db",NA
"hgu133plus2.db",NA
"hgu95a.db",NA
"hgu95av2.db",NA
"HH","3.1-15"
"HHG","1.4"
"hht","2.1.2"
"HI","0.4"
"HiClimR","1.1.6"
"HiCseg","1.1"
"hiddenf","1.1"
"HiddenMarkov","1.8-1"
"HiDimDA","0.2-2"
"HiDimMaxStable","0.1.1"
"hierarchicalDS","2.9"
"hierfstat","0.04-14"
"hierNet","1.6"
"HierO","0.2"
"hier.part","1.0-4"
"HIest","2.0"
"highD2pop","1.0"
"highfrequency","0.4"
"highlight","0.4.4"
"highr","0.4"
"highTtest","1.1"
"hillmakeR","0.2"
"HiLMM","1.0"
"hint","0.1-1"
"HiPLARM","0.1"
"hiPOD","1.0"
"hisemi","1.0-319"
"hisse","1.0"
"HistData","0.7-5"
"HistDAWass","0.1.2"
"histmdl","0.4-1"
"histogram","0.0-23"
"HistogramTools","0.3.1"
"historydata","0.1"
"hitandrun","0.5"
"hive","0.1-16"
"HiveR","0.2-28"
"HIV.LifeTables","0.1"
"HK80","0.0.1"
"HLMdiag","0.2.5"
"hlr","0.0-4"
"HLSM","0.4"
"hmeasure","1.0"
"Hmisc","3.15-0"
"HMM","1.0"
"HMMCont","1.0"
"hmm.discnp","0.2-3"
"hmmm","1.0-3"
"HMMpa","1.0"
"HMP","1.3.1"
"HMPTrees","1.2"
"HMR","0.4.1"
"hnp","1.0"
"hoardeR","0.0-2"
"holdem","1.1"
"Holidays","1.0-6"
"homals","1.0-5"
"homeR","0.1"
"HomoPolymer","1.0"
"homtest","1.0-5"
"hornpa","1.0"
"hot.deck","1.0"
"HotDeckImputation","1.0.0"
"Hotelling","1.0-2"
"hotspots","1.0.2"
"howmany","0.3-1"
"HPbayes","0.1"
"hpcwld","0.5"
"hpoPlot","2.0"
"hqmisc","0.1-1"
"hrr","1.1.1"
"HSAUR","1.3-6"
"HSAUR2","1.1-13"
"HSAUR3","1.0-4"
"hSDM","1.4"
"hsicCCA","1.0"
"hsmm","0.4"
"hsphase","2.0.1"
"HSROC","2.1.8"
"HSSVD","1.2"
"htmltab","0.5.0"
"htmlTable","1.2"
"htmltools","0.2.6"
"HTMLUtils","0.1.7"
"htmlwidgets","0.3.2"
"hts","4.4"
"HTSCluster","2.0.4"
"HTSFilter",NA
"httk","1.1"
"httpRequest","0.0.10"
"httpuv","1.3.2"
"httr","0.6.1"
"hu6800.db",NA
"huge","1.2.6"
"HUM","1.0"
"humanFormat","1.0"
"hwde","0.64"
"HWEBayes","1.4"
"HWEintrinsic","1.2.1"
"HW.pval","1.0"
"hwriter","1.3.2"
"hwriterPlus","1.0-3"
"hwwntest","1.3"
"HWxtest","1.0.5"
"hybridEnsemble","0.1.1"
"hybridHclust","1.0-4"
"HybridMC","0.2"
"hydroApps","0.1-1"
"hydrogeo","0.2-3"
"hydroGOF","0.3-8"
"HydroMe","2.0"
"hydroPSO","0.3-4"
"hydrostats","0.2.3"
"hydroTSM","0.4-2-1"
"HyperbolicDist","0.6-2"
"hyperdirichlet","1.4-9"
"hyperdraw",NA
"hypergea","1.2.3"
"hypergeo","1.2-9"
"hypergraph",NA
"hyperSpec","0.98-20150304"
"hypervolume","1.2.2"
"HyPhy","1.0"
"hypothesestest","1.0"
"hypred","0.5"
"hysteresis","2.5"
"hzar","0.2-5"
"IASD","1.0.7"
"IAT","0.2"
"iBATCGH","1.2"
"ibd","1.2"
"IBDhaploRtools","1.8"
"IBDLabels","1.1"
"ibdreg","0.2.5"
"IBDsim","0.9-4"
"ibeemd","1.0.1"
"ibelief","1.0"
"IBHM","1.1-11"
"ibmdbR","1.36.7"
"Iboot","0.1-1"
"ibr","1.4.5"
"IBrokers","0.9-12"
"iBUGS","0.1.4"
"iC10","1.1.2"
"iC10TrainingData","1.0.1"
"IC2","1.0-1"
"ic50","1.4.2"
"ica","1.0-0"
"ICAFF","1.0.1"
"icamix","1.0.1"
"icaOcularCorrection","3.0.0"
"icapca","1.1"
"ICC","2.2.1"
"iccbeta","1.0"
"icd9","1.1"
"ICE","0.69"
"ICEbox","1.0"
"ICEinfer","1.0-1"
"Icens",NA
"icensmis","1.2.1"
"ICGE","0.3"
"ic.infer","1.1-5"
"iCluster","2.1.0"
"ICS","1.2-4"
"ICSNP","1.0-9"
"ICsurv","1.0"
"idbg","1.0"
"identity","0.2-1"
"IDPmisc","1.1.17"
"IDPSurvival","1.0"
"idr","1.2"
"iDynoR","1.0"
"ieeeround","0.2-0"
"ifa","7.0"
"iFad","3.0"
"iFes","1.0"
"IFP","0.1.2"
"ifs","0.1.4"
"ifultools","2.0-1"
"iGasso","1.2"
"IgorR","0.7.1"
"igraph","0.7.1"
"igraphdata","0.2"
"igraphtosonia","1.0"
"ihs","1.0"
"iki.dataclim","1.0"
"ilc","1.0"
"illuminaio",NA
"IM","1.0"
"Imap","1.32"
"imguR","1.0.0"
"IMIS","0.1"
"ImpactIV","1.0"
"import","1.0.1"
"imprProbEst","1.0.1"
"impute",NA
"imputeLCMD","2.0"
"imputeMDR","1.1.2"
"imputeR","1.0.0"
"in2extRemes","1.0-1"
"inarmix","0.4"
"incReg","1.0"
"IndependenceTests","0.2"
"indicoio","0.3"
"indicspecies","1.7.4"
"ineq","0.2-13"
"InfDim","1.0"
"inference","0.1.0"
"InferenceSMR","1.0"
"inferference","0.4.61"
"inflection","1.1"
"influence.ME","0.9-5"
"influence.SEM","1.4"
"infoDecompuTE","0.5.1"
"informR","1.0-5"
"infotheo","1.2.0"
"infra","0.1.2"
"infutil","1.0"
"INLABMA","0.1-6"
"inline","0.3.13"
"inlinedocs","2013.9.3"
"InPosition","0.12.7"
"insideRODE","2.0"
"inSilicoDb",NA
"insol","1.1.1"
"insuranceData","1.0"
"intamap","1.3-37"
"intamapInteractive","1.1-10"
"intcox","0.9.3"
"Interact","1.1"
"InteractiveIGraph","1.0.6.1"
"interAdapt","0.1"
"interferenceCI","1.1"
"intergraph","2.0-1"
"Interpol","1.3.1"
"Interpol.T","2.1.1"
"interpretR","0.2.0"
"InterVA4","1.5"
"interval","1.1-0.1"
"intervals","0.15.0"
"interventionalDBN","1.2.2"
"IntLik","1.0"
"intpoint","1.0"
"inTrees","1.1"
"intReg","0.2-8"
"intRegGOF","0.85-1"
"introgress","1.2.3"
"intsvy","1.6"
"InvariantCausalPrediction","0.1-4"
"InventorymodelPackage","1.0.2"
"investr","1.2.1"
"invGauss","1.1"
"io","0.2.2"
"ionflows","1.1"
"iosmooth","0.91"
"ipdmeta","2.4"
"ipdw","0.2-2"
"ipfp","1.0"
"iplots","1.1-7"
"IPMpack","2.1"
"ipred","0.9-4"
"ips","0.0-7"
"IPSUR","1.5"
"IQCC","0.6"
"iqLearn","1.3"
"irace","1.06"
"IRanges",NA
"iRefR","1.13"
"iRegression","1.2"
"iRepro","1.0"
"irlba","1.0.3"
"irr","0.84"
"irtoys","0.1.7"
"irtProb","1.2"
"irtrees","0.1.0"
"IRTShiny","1.0"
"isa2","0.3.3"
"ISBF","0.2.1"
"isdals","2.0-4"
"ISDA.R","1.0"
"IsingFit","0.3.0"
"isingLenzMC","0.2.3"
"IsingSampler","0.2"
"ISLR","1.0"
"ismev","1.40"
"Iso","0.0-15"
"IsoCI","1.1"
"isocir","1.1-3"
"ISOcodes","2015.01.24"
"IsoGene","1.0-23"
"isopam","0.9-13"
"isopat","1.0"
"ISOpureR","1.0.8"
"isotone","1.0-2"
"isotonic.pen","1.0"
"IsotopeR","0.4.7"
"ISOweek","0.6-2"
"isva","1.8"
"ISwR","2.0-6"
"iteRates","3.1"
"iterators","1.0.7"
"iterLap","1.1-2"
"iterpc","0.2.6"
"itertools","0.1-3"
"itertools2","0.1.1"
"itree","0.1"
"its","1.1.8"
"itsadug","0.8"
"itsmr","1.5"
"IUPS","1.0"
"ivbma","1.05"
"ivfixed","1.0"
"ivivc","0.2.2"
"ivlewbel","1.1"
"ivpack","1.2"
"ivpanel","1.0"
"ivprobit","1.0"
"iWeigReg","1.0"
"jaatha","2.7.0"
"jackstraw","1.0"
"JADE","1.9-92"
"jagsUI","1.3.1"
"JAGUAR","2.0"
"JASPAR","0.0.1"
"JavaGD","0.6-1"
"JBTools","0.7.2.6"
"JGL","2.3"
"JGR","1.7-16"
"jiebaR","0.4"
"jiebaRD","0.1"
"JM","1.3-0"
"JMbayes","0.7-0"
"JMdesign","1.1"
"jmetrik","1.0"
"Jmisc","0.3.1"
"Johnson","1.4"
"JohnsonDistribution","0.24"
"joineR","1.0-3"
"joint.Cox","1.0"
"jointDiag","0.2"
"jointPm","2.3.1"
"JointRegBC","0.1.1"
"jomo","0.1-2"
"JOP","3.6"
"JoSAE","0.2.2"
"jpeg","0.1-8"
"JPSurv","1.0.1"
"js","0.2"
"jSonarR","1.1.1"
"jsonlite","0.9.14"
"jtrans","0.1"
"Julia","1.1"
"KANT","2.0"
"KappaGUI","1.1"
"kappalab","0.4-6"
"kappaSize","1.1"
"KappaV","0.3"
"kaps","1.0.2"
"KATforDCEMRI","0.740"
"kcirt","0.6.0"
"kdetrees","0.1.5"
"kedd","1.0.2"
"KEGG.db",NA
"KEGGREST",NA
"kelvin","1.2-2"
"Kendall","2.2"
"kequate","1.4.0"
"kerdiest","1.2"
"kernelFactory","0.2.0"
"Kernelheaping","0.2"
"kernlab","0.9-20"
"KernSmooth","2.23-14"
"KernSmoothIRT","6.1"
"KFAS","1.0.4-1"
"kfigr","1.1.0"
"KFKSDS","1.6"
"kimisc","0.2-1"
"kin.cohort","0.6"
"kinfit","1.1.13"
"kinship2","1.6.0"
"kintone","0.1.1"
"kissmig","1.0-3"
"kitagawa","2.1-0"
"kknn","1.2-5"
"klaR","0.6-12"
"klausuR","0.12-10"
"klin","2007-02-05"
"kmc","0.1-2"
"km.ci","0.5-2"
"kmconfband","0.1"
"kmi","0.5.1"
"Kmisc","0.5.0"
"kml","2.2"
"kml3d","2.2"
"kmlcov","1.0.1"
"KMsurv","0.1-5"
"knitcitations","1.0.5"
"knitr","1.9"
"knitrBootstrap","0.9.0"
"knncat","1.2.2"
"knnGarden","1.0.1"
"knnIndep","2.0"
"knockoff","0.2"
"kobe","1.3.2"
"KODAMA","0.0.1"
"kofnGA","1.1"
"KOGMWU","1.0"
"kohonen","2.0.15"
"kolmim","0.2"
"KoNLP","0.76.9"
"koRpus","0.05-5"
"Kpart","1.1"
"kpodclustr","1.0"
"kriging","1.1"
"KrigInv","1.3.1"
"KRLS","0.3-7"
"krm","2015.3-4"
"ks","1.9.4"
"kSamples","1.0.1"
"kselection","0.2.0"
"kst","0.2-1"
"ktsolve","1.1"
"ktspair","1.0"
"kulife","0.1-14"
"kyotil","2015.2-27"
"kza","3.0.0"
"kzft","0.17"
"kzs","1.4"
"l2boost","1.0"
"labdsv","1.6-1"
"labeledLoop","0.1"
"labeling","0.3"
"label.switching","1.3"
"labeltodendro","1.3"
"labstatR","1.0.7"
"laeken","0.4.6"
"laercio","1.0-1"
"LaF","0.6.2"
"laGP","1.1-3"
"Lahman","3.0-1"
"LakeMetabolizer","1.1"
"lakemorpho","1.0"
"laketemps","0.5.1"
"Lambda4","3.0"
"lambda.r","1.1.6"
"lambda.tools","1.0.3"
"LambertW","0.5"
"landpred","1.0"
"landsat","1.0.8"
"languageR","1.4.1"
"lar","0.1-2"
"LARF","1.3"
"lars","1.2"
"laser","2.4-1"
"lasso2","1.2-19"
"lassoscore","0.6"
"lassoshooting","0.1.5-1"
"latdiag","0.2-1"
"latentnet","2.6.0"
"Laterality","0.9.2"
"lattice","0.20-30"
"latticeDensity","1.0.7"
"latticeExtra","0.6-26"
"LatticeKrig","3.4"
"lava","1.4.0"
"lavaan","0.5-17"
"lavaan.survey","1.1"
"lava.tobit","0.4-7"
"lawstat","2.5"
"lazy","1.2-15"
"lazyData","1.0.3"
"lazyeval","0.1.10"
"lazyWeave","2.2.5"
"lba","1.0"
"LBE",NA
"lbfgs","1.2.1"
"lbfgsb3","2015-2.13"
"lbiassurv","1.1"
"LCA","0.1"
"LCAextend","1.2"
"lcd","0.7-3"
"lcda","0.3"
"LCFdata","2.0"
"lcmm","1.7.2"
"lctools","0.1-3"
"lda","1.3.2"
"LDAvis","0.2"
"ldbounds","1.1-1"
"LDcorSV","1.3.1"
"LDheatmap","0.99-1"
"ldlasso","3.2"
"LDOD","1.0"
"LDPD","1.0.2"
"ldr","1.3.3"
"LDRTools","0.1"
"LDtests","1.0"
"leaderCluster","1.2"
"LeafAngle","1.2-1"
"LeafArea","0.0.6"
"leafletR","0.3-1"
"LEAPFrOG","1.0.7"
"leapp","1.2"
"leaps","2.9"
"LearnBayes","2.15"
"learningr","0.29"
"lefse","0.1"
"leiv","2.0-7"
"LeLogicielR","1.2"
"lessR","3.2"
"lestat","1.8"
"letsR","2.0"
"lfe","2.1-1640"
"lfl","1.0"
"lfstat","0.6.1"
"lga","1.1-1"
"lgarch","0.5"
"lgcp","1.3-9"
"LGS","0.91"
"lgtdl","1.1.3"
"lhs","0.10"
"libamtrack","0.5.5"
"LiblineaR","1.94-2"
"LICORS","0.2.0"
"LICurvature","0.1.1"
"lifecontingencies","1.1.5"
"LifeTables","0.2"
"LIHNPSD","0.2.1"
"likelihood","1.7"
"likeLTD","5.5.0"
"likert","1.2"
"LIM","1.4.6"
"limitplot","1.2"
"limma",NA
"limSolve","1.5.5.1"
"linbin","0.1.0"
"LinCal","1.0"
"LindenmayeR","0.1-0"
"LinearizedSVR","1.3"
"lineup","0.34-1"
"linkcomm","1.0-11"
"linkim","0.1"
"linkR","1.0.0"
"linLIR","1.1"
"linprog","0.9-2"
"LinRegInteractive","0.3-0"
"LINselect","0.0-1"
"lint","0.3"
"lintr","0.2.0"
"liso","0.2"
"lisp","0.1"
"lisrelToR","0.1.4"
"list","7.1"
"LIStest","2.1"
"llama","0.8.1"
"lle","1.1"
"lllcrc","1.2"
"LLSR","0.0.1.9015"
"lm.beta","1.5-1"
"lm.br","2.6"
"lme4","1.1-7"
"lmec","1.0"
"lmeNB","1.3"
"lmeNBBayes","1.3.1"
"lmenssp","1.0"
"LMERConvenienceFunctions","2.10"
"lmerTest","2.0-20"
"lmeSplines","1.1-10"
"LMest","2.0"
"lmeVarComp","1.0"
"lmf","1.2"
"lmfor","1.1"
"lmm","1.0"
"lmmfit","1.0"
"lmmlasso","0.1-2"
"lmmot","0.1.2"
"lmms","1.2"
"lmodel2","1.7-2"
"lmom","2.5"
"lmomco","2.1.3"
"Lmoments","1.1-6"
"lmomRFA","3.0-1"
"lmSupport","2.9.1"
"lmtest","0.9-33"
"loa","0.2.22"
"localdepth","0.5-7"
"localgauss","0.34"
"localsolver","2.3"
"locfit","1.5-9.1"
"locits","1.4"
"Lock5Data","2.6"
"locpol","0.6-0"
"lodGWAS","1.0-3"
"loe","1.0"
"log4r","0.2"
"logbin","1.0"
"LogConcDEAD","1.5-9"
"logconcens","0.16-4"
"logcondens","2.1.2"
"logcondens.mode","1.0.1"
"logcondiscr","1.0.5"
"logconPH","1.5"
"logging","0.7-103"
"LogicForest","2.1.0"
"LOGICOIL","0.99.0"
"LogicReg","1.5.6"
"logistf","1.21"
"LogisticDx","0.1"
"logitchoice","0.9.4"
"LogitNet","0.1-1"
"logitnorm","0.8.29"
"loglognorm","1.0.1"
"logmult","0.6.1"
"LogrankA","1.0"
"logspline","2.1.5"
"lokern","1.1-6"
"lomb","1.0"
"longCatEDA","0.17"
"longitudinal","1.1.11"
"longitudinalData","2.2"
"longmemo","1.0-0"
"longpower","1.0-11"
"loop","1.1"
"LoopAnalyst","1.2-3"
"lordif","0.2-2"
"lorec","0.6.1"
"LOST","1.1"
"LowRankQP","1.0.2"
"lpc","1.0.2"
"LPCM","0.44-8"
"lpint","2.0"
"lpme","1.0.1"
"LPmerge","1.6"
"lpmodeler","0.2-1"
"lpridge","1.0-7"
"LPS","1.0.10"
"lpSolve","5.6.10"
"lpSolveAPI","5.5.2.0-14"
"LPStimeSeries","1.0-4"
"LPTime","1.0-2"
"lqa","1.0-3"
"lqmm","1.5.1"
"lrmest","1.0"
"LS2W","1.3-3"
"LS2Wstat","2.0-3"
"lsa","0.73"
"LSAfun","0.3.2"
"lsbclust","1.0.2"
"LSC","0.1.5"
"LSD","3.0"
"lsdv","1.1"
"lsgl","1.0.123.1"
"lshorth","0.1-6"
"lsmeans","2.16"
"LSMonteCarlo","1.0"
"lspls","0.2-1"
"lsr","0.5"
"lss","0.52"
"ltbayes","0.3"
"ltm","1.0-0"
"ltmle","0.9.3-1"
"LTPDvar","1.1"
"LTR","1.0.0"
"ltsa","1.4.4"
"ltsbase","1.0.1"
"ltsk","1.0.3"
"lubridate","1.3.3"
"luca","1.0-5"
"lucid","1.1"
"lumi",NA
"Luminescence","0.4.1"
"lunar","0.1-04"
"lvm4net","0.1"
"LVMMCOR","0.01.1"
"LVQTools","1.2"
"lxb","1.3"
"lymphclon","1.3.0"
"M3","0.3"
"m4fe","0.1"
"maboost","1.0-0"
"MAc","1.1"
"MAclinical","1.0-5"
"MAd","0.8-2"
"mada","0.5.7"
"MADAM","1.2.2"
"mads","0.1.2"
"madsim","1.1"
"Maeswrap","1.4.11"
"magic","1.5-6"
"magicaxis","1.9.3"
"magma","1.3.0-2"
"magrittr","1.5"
"mail","1.0"
"mailR","0.4.1"
"MAINT.Data","0.3"
"makeProject","1.0"
"MALDIquant","1.11"
"MALDIquantForeign","0.9"
"mallet","1.0"
"MAMA","2.2.1"
"MAMS","0.4"
"MAMSE","0.1-3"
"managelocalrepo","0.1.4"
"manipulate","1.0.1"
"ManyTests","1.1"
"Map2NCBI","1.0"
"MAPA","1.9"
"mapdata","2.2-3"
"mapDK","0.3.0"
"MapGAM","0.7-4"
"MAPLES","1.0"
"mapmisc","1.1.3"
"mapplots","1.5"
"mapproj","1.2-2"
"maps","2.3-9"
"mapStats","2.3"
"maptools","0.8-34"
"maptpx","1.9-1"
"maptree","1.4-7"
"mAr","1.1-2"
"MAR1","1.0"
"mar1s","2.1"
"marelac","2.1.4"
"MareyMap","1.2"
"marg","1.2-2"
"markdown","0.7.4"
"marked","1.1.8"
"maRketSim","0.9.2"
"markovchain","0.1.1"
"MarkowitzR","0.1502"
"marmap","0.9.2"
"marqLevAlg","1.1"
"marray",NA
"MARSS","3.9"
"maSAE","0.1-2"
"MASS","7.3-39"
"MassSpecWavelet",NA
"MASSTIMATE","1.2"
"MasterBayes","2.52"
"MAT","2.2"
"MATA","0.2"
"Matching","4.8-3.4"
"MatchingFrontier","0.3.17"
"matchingMarkets","0.1-2"
"MatchIt","2.4-21"
"mathgraph","0.9-11"
"matie","1.2"
"matlab","1.0.2"
"matpow","0.1.1"
"matR","0.9"
"Matrix","1.1-5"
"matrixcalc","1.0-3"
"MatrixEQTL","2.1.1"
"MatrixModels","0.4-0"
"matrixpls","0.5.0"
"matrixStats","0.14.0"
"MATTOOLS","1.1"
"MAVIS","1.0"
"MAVTgsa","1.3"
"MaXact","0.2.1"
"maxent","1.3.3.1"
"maxLik","1.2-4"
"maxlike","0.1-5"
"MaxPro","3.1-2"
"maxstat","0.7-22"
"MazamaSpatialUtils","0.2.2"
"MBA","0.0-8"
"mbbefd","0.6.1"
"MBCluster.Seq","1.0"
"MBESS","3.3.3"
"mbest","0.1"
"MBI","1.0"
"mblm","0.12"
"MBmca","0.0.3-5"
"mbmdr","2.6"
"mboost","2.4-2"
"mc2d","0.1-15"
"MC2toPath","0.0.16"
"MCAPS","0.3-2"
"MCAvariants","1.0"
"mcbiopi","1.1.2"
"mcc","1.0"
"mcclust","1.0"
"MCDA","0.0.8"
"mcga","2.0.9"
"mcgibbsit","1.1.0"
"mcGlobaloptim","0.1"
"mcheatmaps","1.0.0"
"MChtest","1.0-2"
"mcIRT","0.41"
"MCL","1.0"
"mcll","1.2"
"mclogit","0.3-1"
"mclust","4.4"
"mcmc","0.9-3"
"MCMCglmm","2.21"
"MCMC.OTU","1.0.8"
"MCMCpack","1.3-3"
"mcmcplots","0.4.1"
"MCMC.qpcr","1.1.5"
"mcmcse","1.0-1"
"mco","1.0-15.1"
"Mcomp","2.05"
"MConjoint","0.1"
"MCPAN","1.1-15"
"McParre","1.0.1"
"MCPerm","1.1.4"
"MCPMod","1.0-8"
"mcprofile","0.2-1"
"mcr","1.2.1"
"MCS","0.1.0"
"mcsm","1.0"
"McSpatial","2.0"
"mda","0.4-4"
"mdatools","0.6.0"
"mded","0.1-1"
"MDM","1.3"
"MDPtoolbox","4.0.2"
"MDR","1.2"
"mdscore","0.1-2"
"mdsdt","1.0"
"measuRing","0.1"
"meboot","1.4-5"
"mederrRank","0.0.7"
"medflex","0.5-0"
"mediation","4.4.4"
"medicalrisk","1.1"
"MedOr","0.1"
"medSTC","1.0.0"
"MEET","5.1.1"
"mefa","3.2-5"
"mefa4","0.3-1"
"megaptera","1.0-0"
"meifly","0.3"
"mem","1.4"
"memgene","1.0"
"memisc","0.97"
"memoise","0.2.1"
"MEMSS","0.9-2"
"memuse","1.1"
"MenuCollection","1.2"
"MergeGUI","0.2-1"
"MergeMaid",NA
"merror","2.0.1"
"MESS","0.3-2"
"meta","4.1-0"
"metaArray",NA
"MetABEL","0.2-0"
"MetabolAnalyze","1.3"
"metabolomics","0.1.4"
"metacom","1.4.2"
"metacor","1.0-2"
"MetaDE","1.0.5"
"metafolio","0.1.0"
"metafor","1.9-5"
"metagen","1.0"
"MetaLandSim","0.2"
"metaLik","0.41.0"
"metaMA","3.1.2"
"metamisc","0.1.1"
"metaMix","0.2"
"metap","0.6"
"MetaPCA","0.1.4"
"metaplus","0.7-1"
"MetaQC","0.1.13"
"metaRNASeq","1.0.2"
"metasens","0.2-0"
"MetaSKAT","0.40"
"metatest","1.0-4"
"Metatron","0.1-1"
"meteoForecast","0.43"
"meteogRam","1.0"
"MetFns","1.0"
"Meth27QC","1.1"
"MethComp","1.22.1"
"Methplot","1.0"
"methylumi",NA
"MetNorm","0.1"
"Metrics","0.1.1"
"metRology","0.9-17"
"mets","1.1.0"
"MetSizeR","1.1"
"MetStaT","1.0"
"mewAvg","0.3.0"
"MExPosition","2.0.3"
"MF","4.3.2"
"MFDA","1.1-4"
"MFHD","0.0.1"
"mFilter","0.1-3"
"mfp","1.5.1"
"MfUSampler","0.9.1"
"mfx","1.1"
"mgcv","1.8-5"
"MGL","1.1"
"mgpd","1.99"
"mgraph","1.03"
"MGRASTer","0.9"
"MGSDA","1.1"
"mGSZ","1.0"
"MHadaptive","1.1-8"
"mhsmm","0.4.14"
"mht","3.0.11"
"mhurdle","1.0-1"
"mi","0.09-19"
"mice","2.22"
"miceadds","1.1-1"
"micEcon","0.6-12"
"micEconAids","0.6-16"
"micEconCES","0.9-8"
"micEconSNQP","0.6-6"
"microbenchmark","1.4-2"
"MicroDatosEs","0.6.3.1"
"micromap","1.9.2"
"micromapST","1.0.5"
"micropan","1.0"
"MicroStrategyR","1.0-1"
"MicSim","1.0.8"
"midasr","0.4"
"MigClim","1.6"
"migest","1.6"
"migration.indices","0.3.0"
"migui","0.00-09"
"MIICD","2.0"
"MILC","1.0"
"mime","0.2"
"MImix","1.0"
"MindOnStats","0.11"
"minerva","1.4.1"
"minet",NA
"Miney","0.1"
"minfi",NA
"miniCRAN","0.1-1"
"miniGUI","0.8.0"
"minimax","1.0"
"minimist","0.1"
"minpack.lm","1.1-8"
"minPtest","1.7"
"minqa","1.2.4"
"minque","1.1"
"minxent","0.01"
"miP","1.1"
"mipfp","1.5"
"MIPHENO","1.2"
"miRada","1.13.8-8"
"mirt","1.8"
"mirtCAT","0.4.2"
"miRtest","1.8"
"misc3d","0.8-4"
"miscF","0.1-2"
