,Package,Version,License,Depends,Imports,Suggests,Bioc_Category,Bioc_Version,Bioc_Date
3604,hgfocusprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3605,BSgenome.Athaliana.TAIR.TAIR9,1.3.18,Artistic-2.0,BSgenome(>= 1.19.2),BSgenome,,AnnotationData,2.8,2011-04-14
3606,pd.mouse430.2,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3607,human370v1cCrlmm,1.0.2,Artistic-2.0,,utils,,AnnotationData,2.8,2011-04-14
3608,pd.mapping50k.hind240,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3609,hu35ksubb.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3610,ragene10sttranscriptcluster.db,6.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Rn.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3611,rae230bcdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3612,rae230a.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Rn.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3613,htmg430pmprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3614,moe430acdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3615,BSgenome.Amellifera.BeeBase.assembly4,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.8,2011-04-14
3616,htratfocusprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3617,mgu74av2cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3618,hu35ksuba.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3619,rgu34bprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3620,pd.feinberg.hg18.me.hx1,0.99.2,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3621,hom.Mm.inp.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3622,nugomm1a520177cdf,2.3.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3623,poplarprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3624,h10kcod.db,2.10.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3625,pd.ecoli,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3626,BSgenome.Ggallus.UCSC.galGal3,1.3.17,Artistic-2.0,BSgenome(>= 1.19.2),BSgenome,,AnnotationData,2.8,2011-04-14
3627,pd.barley1,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3628,mi16cod.db,2.10.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3629,gahgu95bcdf,2.2.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3630,ath1121501probe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3631,JazaeriMetaData.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3632,yeast2probe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3633,pd.maize,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3634,hcg110.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3635,hgu95bprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3636,lumiRatAll.db,1.14.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Rn.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3637,pd.mg.u74cv2,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3638,mgu74bv2cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3639,hugene10stprobeset.db,7.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3640,caninecdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3641,hgu95aprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3642,rgu34cprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3643,pd.mg.u74a,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3644,hgu95cprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3645,illuminaMousev1p1.db,1.10.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.19),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3646,pd.mg.u74b,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3647,lumiMouseIDMapping,1.10.0,"The Artistic License, Version 2.0","R (>= 2.7.0),lumi(>= 1.7.14), methods,AnnotationDbi(>= 1.13.13)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3648,maizecdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3649,hu6800subbcdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3650,pd.mg.u74c,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3651,mgu74cv2cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3652,MoExExonProbesetLocation,1.0.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.8.1)",,,AnnotationData,2.8,2011-04-14
3653,hgug4112a.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3654,org.Xl.eg.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3655,mu11ksubacdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3656,gahgu95d.db,2.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.24)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3657,ecoliSakai.db0,2.5.0,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3658,mgu74av2probe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3659,gahgu95ecdf,2.2.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3660,xlaevis2cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3661,pd.hu6800,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3662,drosophila2probe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3663,ecoli2probe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3664,chimp.db0,2.5.0,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.7.0)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3665,ecoli2cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3666,hgu95dprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3667,human610quadv1bCrlmm,1.0.2,Artistic-2.0,,utils,,AnnotationData,2.8,2011-04-14
3668,hgu219cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3669,hgu95d.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3670,gahgu95av2.db,2.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.24)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3671,gahgu133bcdf,2.2.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3672,lumiHumanAll.db,1.14.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3673,hgu95ecdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3674,mouse430a2cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3675,gahgu133acdf,2.2.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3676,POCRCannotation.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3677,pd.rice,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3678,pd.ht.mg.430a,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3679,bsubtilisprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3680,IlluminaHumanMethylation27k.db,1.4.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.9),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3681,hgu95av2,2.2.0,"The Artistic License, Version 2.0",R (>= 2.4.0),,,AnnotationData,2.8,2011-04-14
3682,DO.db,2.2,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.9.7)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3683,htratfocuscdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3684,drosophila2.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Dm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3685,ygs98cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3686,ragene11stprobeset.db,3.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Rn.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3687,mgu74bcdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3688,indac.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Dm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3689,ye6100subacdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3690,rnu34.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Rn.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3691,mogene10sttranscriptcluster.db,7.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3692,mouse4302.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3693,chickencdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3694,rtu34.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Rn.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3695,mguatlas5k.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3696,lumiMouseAll.db,1.14.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3697,xlaevis.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Xl.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3698,vitisviniferaprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3699,pd.hg.u133a.tag,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3700,illuminaHumanv2.db,1.10.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.20),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3701,hgfocus.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3702,mm24kresogen.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.19),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3703,drosgenome1.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Dm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3704,hgu95acdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3705,org.Hs.ipi.db,1.3.0,"The Artistic License, Version 2.0","R(>= 2.12.0), methods,AnnotationDbi(>= 1.3.12),PAnnBuilder(>= 1.3.0)","methods,AnnotationDbi,PAnnBuilder",,AnnotationData,2.8,2011-04-14
3706,hom.At.inp.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3707,illuminaRatv1BeadID.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3708,hgu95av2probe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3709,riceprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3710,rgu34bcdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3711,pd.plasmodium.anopheles,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3712,nugohs1a520180cdf,2.3.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3713,hgu133a2cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3714,illuminaMousev1p1BeadID.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3715,mu19ksubb.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3716,rat2302probe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3717,pd.hc.g110,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3718,KEGG.db,2.5.0,file LICENSE,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3719,MmAgilentDesign026655.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3720,Norway981.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3721,mgug4122a.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3722,pd.ecoli.asv2,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3723,hgu133plus2cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3724,pd.081229.hg18.promoter.medip.hx1,0.99.3,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3725,org.Dm.eg.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3726,ye6100subdcdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3727,hgu95av2.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3728,htmg430bcdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3729,celeganscdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3730,pd.ag,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3731,m20kcod.db,2.10.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3732,rhesus.db0,2.5.0,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.7.0)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3733,hu35ksubaprobe,2.8.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.13.18)",,,AnnotationData,2.8,2011-04-14
3734,org.Ce.eg.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3735,illuminaHumanWGDASLv4.db,1.10.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.20),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3736,hgu95c.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3737,pig.db0,2.5.0,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3738,pd.zebrafish,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3739,test1cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3740,pd.hg.u133a.2,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3741,mu19ksubccdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3742,HuExExonProbesetLocationHg18,0.0.2,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.8.0)",,,AnnotationData,2.8,2011-04-14
3743,illuminaHumanv2BeadID.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3744,worm.db0,2.5.0,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3745,pd.mouse430a.2,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3746,cottoncdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3747,hugene11stprobeset.db,3.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.18),org.Hs.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3748,pd.e.coli.2,1.2.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.8,2011-04-14
3749,mgu74a.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3750,hu35ksubbcdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3751,chicken.db0,2.5.0,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.8,2011-04-14
3752,HuExExonProbesetLocationHg19,0.0.3,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.8,2011-04-14
3753,Mu22v3.db,2.5.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.13.17),org.Mm.eg.db(>= 2.5.0)","methods,AnnotationDbi",annotate,AnnotationData,2.8,2011-04-14
3754,xenopuslaeviscdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
3755,mogene10stv1cdf,2.8.0,LGPL,utils,,,AnnotationData,2.8,2011-04-14
