,Package,Version,License,Depends,Imports,Suggests,BiocCategory,BiocVersion,BiocDate
9251,htmg430aprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9252,hgug4101a.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9253,hom.Ce.inp.db,2.9.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.19)","methods,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9254,hgu95eprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9255,drosgenome1cdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9256,poplarcdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9257,pd.yeast.2,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9258,pd.aragene.1.1.st,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9259,org.Ss.eg.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9260,org.Dr.eg.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9261,OperonHumanV3.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9262,celegansprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9263,gahgu95dcdf,2.2.1,LGPL,utils,,,AnnotationData,2.12,2013-04-04
9264,mu19ksubbcdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9265,SHDZ.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9266,pd.cyngene.1.1.st,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9267,org.EcSakai.eg.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9268,RmiR.Hs.miRNA,1.0.6,"The Artistic License, Version 2.0",R (>= 2.7.0),AnnotationDbi,"methods,hgug4112a.db",AnnotationData,2.12,2013-04-04
9269,pd.vitis.vinifera,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9270,pd.pae.g1a,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9271,hguDKFZ31.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9272,human660quadv1aCrlmm,1.0.3,Artistic-2.0,,utils,,AnnotationData,2.12,2013-04-04
9273,BSgenome.Athaliana.TAIR.04232008,1.3.18,Artistic-2.0,BSgenome(>= 1.19.2),BSgenome,,AnnotationData,2.12,2013-04-04
9274,hgug4100a.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9275,htmg430bprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9276,hgug4111a.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9277,Mus.musculus,1.1.1,Artistic-2.0,"R (>= 1.6),AnnotationDbi(>= 1.17.11), methods,OrganismDbi,GenomicFeatures,GO.db,org.Mm.eg.db,TxDb.Mmusculus.UCSC.mm10.knownGene","GenomicFeatures,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9278,rtu34probe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9279,porcineprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9280,pd.rhegene.1.0.st,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9281,pd.rat230.2,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9282,pd.mogene.2.0.st,2.12.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9283,pd.hg.u95a,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9284,pd.celegans,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9285,org.Pf.plasmo.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9286,human.db0,2.9.0,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.15)","methods,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9287,BSgenome.Rnorvegicus.UCSC.rn4,1.3.17,Artistic-2.0,BSgenome(>= 1.19.2),BSgenome,,AnnotationData,2.12,2013-04-04
9288,rgug4105a.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Rn.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9289,pd.hg.u95b,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9290,hugene11sttranscriptcluster.db,4.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.15.34),org.Hs.eg.db(>= 2.6.3)","methods,AnnotationDbi",annotate,AnnotationData,2.12,2013-04-04
9291,hgu95av2cdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9292,hgu95dcdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9293,BSgenome.Rnorvegicus.UCSC.rn5,1.3.17,Artistic-2.0,BSgenome(>= 1.25.1),BSgenome,,AnnotationData,2.12,2013-04-04
9294,FDb.UCSC.snp137common.hg19,1.0.0,Artistic-2.0,GenomicFeatures(>= 1.7.22),"GenomicFeatures,AnnotationDbi",BSgenome.Hsapiens.UCSC.hg19,AnnotationData,2.12,2013-04-04
9295,yeast2.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Sc.sgd.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9296,pd.hg.u95c,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9297,paeg1aprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9298,hgug4110b.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9299,illuminaHumanv4.db,1.18.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.14),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi,AnnotationForge","annotate,RUnit",AnnotationData,2.12,2013-04-04
9300,mwgcod.db,2.16.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Mm.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9301,BSgenome.Btaurus.UCSC.bosTau3,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.12,2013-04-04
9302,rgu34acdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9303,pd.hg.u95d,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9304,barley1cdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9305,IlluminaHumanMethylation450kprobe,2.0.7,LGPL,"R (>= 2.10),AnnotationDbi(>= 1.13.18),BSgenome.Hsapiens.UCSC.hg19,Biostrings,GenomicFeatures,GenomicRanges,Homo.sapiens",,,AnnotationData,2.12,2013-04-04
9306,BSgenome.Btaurus.UCSC.bosTau4,1.3.17,Artistic-2.0,BSgenome(>= 1.19.2),BSgenome,,AnnotationData,2.12,2013-04-04
9307,hgu95ccdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9308,moe430aprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9309,rhesusprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9310,pd.hg.u95e,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9311,pd.2006.10.31.rn34.refseq.promoter,0.99.2,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.12,2013-04-04
9312,humanCHRLOC,2.1.6,"The Artistic License, Version 2.0",R(>= 2.7.0),,,AnnotationData,2.12,2013-04-04
9313,mu11ksubb.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Mm.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9314,org.Gg.eg.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9315,reactome.db,1.44.0,CC BY-NC 3.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9316,BSgenome.Btaurus.UCSC.bosTau6,1.3.19,Artistic-2.0,BSgenome(>= 1.27.1),BSgenome,,AnnotationData,2.12,2013-04-04
9317,gp53cdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9318,hgu133atagprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9319,mgu74acdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9320,pd.ht.hg.u133a,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9321,human1mduov3bCrlmm,1.0.4,Artistic-2.0,,utils,,AnnotationData,2.12,2013-04-04
9322,IlluminaHumanMethylation27kmanifest,0.4.0,Artistic-2.0,"R (>= 2.13.0),minfi",,,AnnotationData,2.12,2013-04-04
9323,RmiR.hsa,1.0.4,"The Artistic License, Version 2.0",R (>= 2.7.0),AnnotationDbi,"methods,hgug4112a.db",AnnotationData,2.12,2013-04-04
9324,plasmodiumanophelesprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9325,pd.u133.x3p,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9326,pd.mirna.1.0,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9327,targetscan.Hs.eg.db,0.6.1,file LICENSE,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.18.3)","methods,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9328,seqnames.db,1.0.1,Artistic-2.0,"R (>= 2.15.0), methods,AnnotationDbi(>= 1.19.4)","methods,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9329,pd.rjpgene.1.1.st,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9330,moe430bprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9331,htmg430acdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9332,FDb.UCSC.tRNAs,1.0.0,Artistic-2.0,GenomicFeatures(>= 1.9.39),"GenomicFeatures,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9333,pd.rg.u34a,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9334,mu6500subbcdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9335,hom.Hs.inp.db,2.9.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.19)","methods,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9336,human370quadv3cCrlmm,1.0.3,Artistic-2.0,,utils,,AnnotationData,2.12,2013-04-04
9337,ath1121501.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.At.tair.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9338,illuminaHumanWGDASLv3.db,1.18.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.14),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi,AnnotationForge","annotate,RUnit",AnnotationData,2.12,2013-04-04
9339,mouseCHRLOC,2.1.6,"The Artistic License, Version 2.0",R(>= 2.7.0),,,AnnotationData,2.12,2013-04-04
9340,cottonprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9341,rgu34c.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Rn.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9342,pd.rg.u34b,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9343,pd.ragene.1.1.st.v1,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9344,FDb.InfiniumMethylation.hg18,2.0.9,Artistic-2.0,"GenomicFeatures(>= 1.7.22),Biostrings,AnnotationDbi,BSgenome.Hsapiens.UCSC.hg18","GenomicFeatures,AnnotationDbi,rtracklayer",TxDb.Hsapiens.UCSC.hg18.knownGene,AnnotationData,2.12,2013-04-04
9345,mu19ksuba.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Mm.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9346,TxDb.Athaliana.BioMart.plantsmart10,2.6.2,Artistic-2.0,GenomicFeatures(>= 1.5.27),"GenomicFeatures,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9347,pd.rg.u34c,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9348,hu6800.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9349,mouse430a2.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Mm.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9350,FDb.InfiniumMethylation.hg19,2.0.10,Artistic-2.0,"GenomicFeatures(>= 1.7.22),Biostrings,AnnotationDbi,BSgenome.Hsapiens.UCSC.hg19","GenomicFeatures,AnnotationDbi,rtracklayer","TxDb.Hsapiens.UCSC.hg19.knownGene,FDb.UCSC.snp135common.hg19",AnnotationData,2.12,2013-04-04
9351,hugene.1.0.st.v1frmavecs,0.0.3,GPL (>= 2),R (>= 2.10.0),,,AnnotationData,2.12,2013-04-04
9352,rwgcod.db,2.16.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Rn.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9353,rnu34probe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9354,ragene10stv1probe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9355,Homo.sapiens,1.1.1,Artistic-2.0,"R (>= 1.6),AnnotationDbi(>= 1.17.11), methods,OrganismDbi,GenomicFeatures,GO.db,org.Hs.eg.db,TxDb.Hsapiens.UCSC.hg19.knownGene","GenomicFeatures,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9356,mgu74aprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9357,TxDb.Athaliana.BioMart.plantsmart12,2.7.1,Artistic-2.0,GenomicFeatures(>= 1.7.30),"GenomicFeatures,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9358,pd.bovgene.1.0.st,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9359,hu35ksubacdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9360,hi16cod.db,2.16.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9361,ygs98probe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9362,ye6100subccdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9363,porcinecdf,2.12.0,LGPL,"utils,AnnotationDbi",,,AnnotationData,2.12,2013-04-04
9364,pd.ovigene.1.1.st,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9365,pd.drosgenome1,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9366,pd.bovine,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9367,gahgu133plus2.db,2.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.24)","methods,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9368,hugene21stprobeset.db,2.12.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.22.5),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9369,mgug4121a.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Mm.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9370,rgug4131a.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Rn.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9371,primeviewprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9372,pd.zebgene.1.1.st,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9373,pd.mogene.1.1.st.v1,3.8.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9374,pd.hg.u133a,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9375,hu6800probe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9376,mgu74cprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9377,TxDb.Rnorvegicus.UCSC.rn4.ensGene,2.9.0,Artistic-2.0,GenomicFeatures(>= 1.11.14),"GenomicFeatures,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9378,TxDb.Athaliana.BioMart.plantsmart14,2.8.0,Artistic-2.0,GenomicFeatures(>= 1.9.39),"GenomicFeatures,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9379,targetscan.Mm.eg.db,0.6.1,file LICENSE,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.18.3)","methods,AnnotationDbi",,AnnotationData,2.12,2013-04-04
9380,SNPlocs.Hsapiens.dbSNP.20090506,0.99.8,Artistic-2.0,"R (>= 2.10),IRanges,GenomicRanges,BSgenome(>= 1.25.6)","methods, utils,IRanges,GenomicRanges,BSgenome","Biostrings,BSgenome.Hsapiens.UCSC.hg18(>= 1.3.19)",AnnotationData,2.12,2013-04-04
9381,pd.hg.u133b,1.10.0,Artistic-2.0,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI","Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,AnnotationData,2.12,2013-04-04
9382,hgu133aprobe,2.12.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.1.10)",,,AnnotationData,2.12,2013-04-04
9383,hgu95b.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.21.13),org.Hs.eg.db(>= 2.9.0)","methods,AnnotationDbi","annotate,RUnit",AnnotationData,2.12,2013-04-04
9384,SpikeInSubset,1.2.13,LGPL,"R (>= 2.4.0),Biobase(>= 2.5.5),affy(>= 1.23.4)",,,ExperimentData,2.12,2013-04-04
9385,encoDnaseI,0.1.16,Artistic-2.0,"R (>= 2.15.0), methods,Biobase(>= 2.5.5),lattice,GGtools,GGBase",,GGdata,ExperimentData,2.12,2013-04-04
9386,ecoliLeucine,1.2.10,GPL (>= 2),"R (>= 1.9.0),affy(>= 1.23.4),ecolicdf",,,ExperimentData,2.12,2013-04-04
