"package","version"
"hapsim","0.3"
"HardyWeinberg","1.5.4"
"harvestr","0.6.0"
"hash","2.2.6"
"hashFunction","1.0"
"hasseDiagram","0.1.1"
"hawkes","0.0-4"
"hazus","0.1"
"hbim","1.0.3"
"hbmem","0.3"
"hbsae","1.0"
"HBSTM","1.0.1"
"hcc","0.54"
"hcci","1.0.0"
"hcp","0.1"
"hda","0.2-12"
"HDclassif","1.2.2"
"hddplot","0.56"
"hddtools","0.2.2"
"hdeco","0.4.1"
"hdi","0.1-2"
"hdlm","1.2"
"HDMD","1.2"
"HDPenReg","0.90"
"hdrcde","3.1"
"HDtweedie","1.1"
"HEAT","1.2"
"heatex","1.0"
"heatmap3","1.0.7"
"heatmapFit","2.0.2"
"heatmap.plus","1.3"
"Heatplus",NA
"heavy","0.2-35"
"helloJavaWorld","0.0-9"
"helsinki","0.9.20"
"heplots","1.0-12"
"hergm","2.0-0"
"heritability","1.0"
"hermite","1.0"
"hett","0.3-1"
"het.test","0.1"
"hexbin","1.27.0"
"hexView","0.3-2"
"hflights","0.1"
"hgam","0.1-2"
"hglasso","1.2"
"hglm","2.0-11"
"hglm.data","1.0-0"
"HGNChelper","0.3.1"
"hgu133a.db",NA
"hgu133plus2.db",NA
"hgu95a.db",NA
"HH","3.1-8"
"HHG","1.4"
"hht","2.1.1"
"HI","0.4"
"HIBAG","1.2.4"
"HiClimR","1.1.5"
"HiCseg","1.1"
"hiddenf","1.1"
"HiddenMarkov","1.8-1"
"HiDimDA","0.2-2"
"HiDimMaxStable","0.1"
"hierarchicalDS","2.9"
"hierfstat","0.04-14"
"hierNet","1.6"
"HierO","0.1"
"hier.part","1.0-4"
"HIest","2.0"
"highD2pop","1.0"
"highfrequency","0.4"
"highlight","0.4.4"
"highr","0.4"
"highTtest","1.0"
"hillmakeR","0.2"
"HiLMM","1.0"
"hint","0.1-1"
"HiPLARM","0.1"
"hiPOD","1.0"
"hisemi","1.0-319"
"HistData","0.7-5"
"histogram","0.0-23"
"HistogramTools","0.3.1"
"hitandrun","0.4-2"
"hive","0.1-16"
"HiveR","0.2-27"
"HIV.LifeTables","0.1"
"HK80","0.0.1"
"HLMdiag","0.2.5"
"hlr","0.0-4"
"HLSM","0.4"
"hmeasure","1.0"
"Hmisc","3.14-6"
"HMM","1.0"
"HMMCont","1.0"
"hmm.discnp","0.2-3"
"hmmm","1.0-3"
"HMMpa","1.0"
"HMP","1.3.1"
"HMPTrees","1.2"
"HMR","0.3.2"
"hnp","1.0"
"hoardeR","0.0-2"
"holdem","1.1"
"Holidays","1.0-0"
"homals","1.0-5"
"homeR","0.1"
"homtest","1.0-5"
"hopach",NA
"hot.deck","1.0"
"HotDeckImputation","1.0.0"
"Hotelling","1.0-2"
"hotspots","1.0.2"
"howmany","0.3-1"
"HPbayes","0.1"
"hpcwld","0.4"
"hpoPlot","1.0"
"hqmisc","0.1-1"
"hrr","1.1.1"
"HSAUR","1.3-4"
"HSAUR2","1.1-11"
"HSAUR3","1.0-2"
"hSDM","1.4"
"hsicCCA","1.0"
"hsmm","0.4"
"hsphase","2.0.0"
"HSROC","2.1.7"
"HSSVD","1.2"
"htmltools","0.2.6"
"HTMLUtils","0.1.6"
"htmlwidgets","0.3.2"
"hts","4.4"
"HTSCluster","2.0.4"
"HTSDiff","1.0.5"
"HTSFilter",NA
"httpRequest","0.0.10"
"httpuv","1.3.2"
"httr","0.6.0"
"hu6800.db",NA
"huge","1.2.6"
"HUM","1.0"
"humanFormat","1.0"
"hwde","0.64"
"HWEBayes","1.4"
"HWEintrinsic","1.2.1"
"HW.pval","1.0"
"hwriter","1.3.2"
"hwriterPlus","1.0-3"
"HWxtest","1.0.5"
"hybridEnsemble","0.1.1"
"hybridHclust","1.0-4"
"HybridMC","0.2"
"hydroApps","0.1-1"
"hydrogeo","0.2-3"
"hydroGOF","0.3-8"
"HydroMe","2.0"
"hydroPSO","0.3-4"
"hydrostats","0.2.1"
"hydroTSM","0.4-2-1"
"HyperbolicDist","0.6-2"
"hyperdirichlet","1.4-9"
"hyperdraw",NA
"hypergea","1.2.3"
"hypergeo","1.2-9"
"hypergraph",NA
"hyperSpec","0.98-20140523"
"hypervolume","1.1"
"HyPhy","1.0"
"hypothesestest","1.0"
"hypred","0.4"
"hysteresis","2.0"
"hzar","0.2-5"
"IASD","1.0.7"
"IAT","0.2"
"iBATCGH","1.1"
"ibd","1.2"
"IBDhaploRtools","1.7"
"ibdreg","0.2.5"
"IBDsim","0.9-4"
"ibeemd","1.0.1"
"ibelief","1.0"
"IBHM","1.1-11"
"ibmdbR","1.34.3"
"Iboot","0.1-1"
"ibr","1.4.5"
"IBrokers","0.9-12"
"iBUGS","0.1.4"
"iC10","1.1.2"
"iC10TrainingData","1.0.1"
"IC2","1.0-1"
"ic50","1.4.2"
"ica","1.0-0"
"icamix","1.0.1"
"icaOcularCorrection","3.0.0"
"icapca","1.1"
"ICC","2.2.1"
"iccbeta","1.0"
"icd9","0.5"
"ICE","0.69"
"ICEbox","1.0"
"ICEinfer","1.0-1"
"Icens",NA
"icensmis","1.2.1"
"ICGE","0.3"
"ic.infer","1.1-5"
"iCluster","2.1.0"
"ICS","1.2-4"
"ICSNP","1.0-9"
"ICsurv","1.0"
"idbg","1.0"
"identity","0.2-1"
"IDPmisc","1.1.17"
"IDPSurvival","1.0"
"idr","1.2"
"iDynoR","1.0"
"ieeeround","0.2-0"
"ifa","7.0"
"iFad","3.0"
"iFes","1.0"
"ifs","0.1.4"
"ifultools","2.0-1"
"iGasso","1.2"
"IgorR","0.7.1"
"igraph","0.7.1"
"igraphdata","0.2"
"igraphtosonia","1.0"
"iki.dataclim","1.0"
"ilc","1.0"
"illuminaio",NA
"IM","1.0"
"Imap","1.32"
"imguR","1.0.0"
"IMIS","0.1"
"ImpactIV","1.0"
"imprProbEst","1.0.1"
"impute",NA
"imputeLCMD","1.0"
"imputeMDR","1.1.2"
"imputeR","1.0.0"
"imputeYn","1.2"
"in2extRemes","1.0-1"
"inarmix","0.4"
"incReg","1.0"
"IndependenceTests","0.2"
"indicoio","0.3"
"indicspecies","1.7.4"
"ineq","0.2-13"
"InfDim","1.0"
"inference","0.1.0"
"InferenceSMR","1.0"
"inflection","1.1"
"influence.ME","0.9-4"
"influence.SEM","1.4"
"infoDecompuTE","0.5.1"
"informR","1.0.04"
"infotheo","1.2.0"
"infutil","1.0"
"INLABMA","0.1-5"
"inline","0.3.13"
"inlinedocs","2013.9.3"
"InPosition","0.12.7"
"insideRODE","2.0"
"inSilicoDb",NA
"insol","1.1.1"
"insuranceData","1.0"
"intamap","1.3-37"
"intamapInteractive","1.1-10"
"intcox","0.9.3"
"integrOmics","2.55"
"Interact","1.1"
"InteractiveIGraph","1.0.6.1"
"interAdapt","0.1"
"intergraph","2.0-0"
"Interpol","1.3.1"
"Interpol.T","2.1.1"
"interpretR","0.1.0"
"InterVA4","1.5"
"interval","1.1-0.1"
"intervals","0.15.0"
"interventionalDBN","1.2.2"
"IntLik","1.0"
"intpoint","1.0"
"inTrees","1.1"
"intReg","0.2-6"
"intRegGOF","0.85-1"
"introgress","1.2.3"
"intsvy","1.6"
"InvariantCausalPrediction","0.1-4"
"InventorymodelPackage","1.0.2"
"investr","1.1.2"
"invGauss","1.1"
"io","0.2"
"ionflows","1.1"
"iosmooth","0.91"
"ipdmeta","2.4"
"ipdw","0.2-1"
"ipfp","1.0"
"iplots","1.1-7"
"IPMpack","2.1"
"ipred","0.9-3"
"ips","0.0-7"
"IPSUR","1.5"
"IQCC","0.6"
"iqLearn","1.2"
"irace","1.06"
"IRanges",NA
"iRefR","1.13"
"iRegression","1.2"
"iRepro","1.0"
"irlba","1.0.3"
"irr","0.84"
"irtoys","0.1.7"
"irtProb","1.2"
"irtrees","0.1.0"
"IRTShiny","1.0"
"isa2","0.3.3"
"ISBF","0.2.1"
"isdals","2.0-4"
"ISDA.R","1.0"
"IsingFit","0.3.0"
"isingLenzMC","0.2.1"
"IsingSampler","0.1.1"
"ISLR","1.0"
"ismev","1.39"
"Iso","0.0-15"
"IsoCI","1.1"
"isocir","1.1-3"
"ISOcodes","2014.03.24"
"IsoGene","1.0-22"
"isopam","0.9-13"
"isopat","1.0"
"ISOpureR","1.0.4"
"isotone","1.0-2"
"isotonic.pen","1.0"
"IsotopeR","0.4.7"
"ISOweek","0.6-2"
"isva","1.8"
"ISwR","2.0-6"
"iteRates","3.1"
"iterators","1.0.7"
"iterLap","1.1-2"
"iterpc","0.2.6"
"itertools","0.1-3"
"itertools2","0.1.1"
"itree","0.1"
"its","1.1.8"
"itsmr","1.5"
"IUPS","1.0"
"ivbma","1.05"
"ivfixed","1.0"
"ivivc","0.2.2"
"ivlewbel","1.1"
"ivpack","1.2"
"ivprobit","1.0"
"iWeigReg","1.0"
"jaatha","2.7.0"
"jackknifeKME","1.1"
"jackstraw","1.0"
"JADE","1.9-92"
"JAGUAR","1.1"
"JASPAR","0.0.1"
"JavaGD","0.6-1"
"JBTools","0.7.2.6"
"JGL","2.3"
"JGR","1.7-16"
"jiebaR","0.3"
"JM","1.3-0"
"JMbayes","0.6-1"
"JMdesign","1.1"
"Jmisc","0.3.1"
"Johnson","1.4"
"JohnsonDistribution","0.24"
"joineR","1.0-3"
"jointDiag","0.2"
"jointPm","2.3.1"
"JointRegBC","0.1.1"
"jomo","0.1-1"
"JOP","3.6"
"JoSAE","0.2.2"
"jpeg","0.1-8"
"JPSurv","1.0.1"
"jSonarR","1.1.1"
"jsonlite","0.9.14"
"jtrans","0.1"
"JudgeIt","1.5.1"
"Julia","1.1"
"jvmr","2.11.2.1"
"KANT","2.0"
"KappaGUI","1.1"
"kappalab","0.4-6"
"kappaSize","1.1"
"KappaV","0.3"
"kaps","1.0.2"
"KATforDCEMRI","0.740"
"kcirt","0.6.0"
"kdetrees","0.1.5"
"kedd","1.0.1"
"KEGG.db",NA
"KEGGgraph",NA
"KEGGREST",NA
"kelvin","1.2-2"
"Kendall","2.2"
"kequate","1.4.0"
"kerdiest","1.2"
"kernelFactory","0.2.0"
"kernlab","0.9-19"
"KernSmooth","2.23-13"
"KernSmoothIRT","6.1"
"KFAS","1.0.4-1"
"KFKSDS","1.5"
"kimisc","0.2-1"
"kin.cohort","0.6"
"kinfit","1.1.13"
"kinship2","1.6.0"
"kintone","0.1.1"
"kitagawa","2.1-0"
"kknn","1.2-5"
"klaR","0.6-12"
"klausuR","0.12-5"
"klin","2007-02-05"
"kmc","0.1-2"
"km.ci","0.5-2"
"kmconfband","0.1"
"kmi","0.5.1"
"Kmisc","0.5.0"
"kml","2.2"
"kml3d","2.2"
"kmlcov","1.0.1"
"KMsurv","0.1-5"
"knitcitations","1.0.5"
"knitr","1.8"
"knitrBootstrap","0.9.0"
"knnGarden","1.0.1"
"knnIndep","2.0"
"knockoff","0.1"
"kobe","1.3.2"
"KODAMA","0.0.1"
"kofnGA","1.0"
"kohonen","2.0.15"
"kolmim","0.2"
"KoNLP","0.76.9"
"koRpus","0.05-5"
"Kpart","1.1"
"kpodclustr","1.0"
"kriging","1.1"
"KrigInv","1.3"
"KRLS","0.3-7"
"krm","2014.12-1"
"ks","1.9.3"
"kSamples","1.0"
"kselection","0.1.1"
"kst","0.2-1"
"ktsolve","1.1"
"ktspair","1.0"
"kulife","0.1-14"
"kyotil","2014.10-5"
"kza","3.0.0"
"kzft","0.17"
"kzs","1.4"
"l2boost","1.0"
"labdsv","1.6-1"
"labeledLoop","0.1"
"labeling","0.3"
"label.switching","1.3"
"labeltodendro","1.3"
"labstatR","1.0.7"
"laeken","0.4.6"
"laercio","1.0-1"
"LaF","0.6.1"
"laGP","1.1-3"
"Lahman","3.0-1"
"LakeMetabolizer","1.1"
"lakemorpho","1.0"
"Lambda4","3.0"
"lambda.r","1.1.6"
"lambda.tools","1.0.3"
"LambertW","0.5"
"landpred","1.0"
"landsat","1.0.8"
"languageR","1.4.1"
"lar","0.1-2"
"LARF","1.2"
"lars","1.2"
"laser","2.4-1"
"lasso2","1.2-19"
"lassoscore","0.6"
"lassoshooting","0.1.5-1"
"latdiag","0.2"
"latentnet","2.5.1"
"Laterality","0.9.2"
"lattice","0.20-29"
"latticeDensity","1.0.7"
"latticeExtra","0.6-26"
"LatticeKrig","3.4"
"lava","1.3"
"lavaan","0.5-17"
"lavaan.survey","1.1"
"lava.tobit","0.4-7"
"lawstat","2.4.1"
"lazy","1.2-15"
"lazyData","1.0.3"
"lazyeval","0.1.9"
"lazyWeave","2.2.5"
"LBE",NA
"lbfgs","1.2.1"
"lbiassurv","1.1"
"LCA","0.1"
"LCAextend","1.2"
"lcd","0.7-3"
"lcda","0.3"
"LCFdata","2.0"
"lcmm","1.6.6"
"lctools","0.1-3"
"lda","1.3.2"
"ldbounds","1.1-1"
"LDcorSV","1.3.1"
"LDheatmap","0.99-1"
"ldlasso","3.2"
"LDOD","1.0"
"ldr","1.3.3"
"LDRTools","0.1"
"LDtests","1.0"
"leaderCluster","1.2"
"LeafAngle","1.2-1"
"leafletR","0.3-1"
"LEAPFrOG","1.0.7"
"leapp","1.2"
"leaps","2.9"
"LearnBayes","2.15"
"learningr","0.29"
"lefse","0.1"
"leiv","2.0-6"
"LeLogicielR","1.2"
"lessR","3.1.1"
"lestat","1.8"
"letsR","1.0"
"lfe","1.7-1416"
"lfstat","0.6.1"
"lga","1.1-1"
"lgarch","0.5"
"lgcp","1.3-6"
"LGS","0.91"
"lgtdl","1.1.3"
"lhs","0.10"
"libamtrack","0.5.5"
"LiblineaR","1.80-10"
"LICORS","0.2.0"
"LICurvature","0.1.1"
"lifecontingencies","1.1"
"LifeTables","0.2"
"LIHNPSD","0.2.1"
"likelihood","1.6"
"likeLTD","5.4.0"
"likert","1.2"
"LIM","1.4.5"
"limitplot","1.2"
"limma",NA
"limSolve","1.5.5.1"
"LinCal","1.0"
"LindenmayeR","0.1-0"
"LinearizedSVR","1.3"
"lineup","0.34-1"
"linkcomm","1.0-11"
"linkim","0.1"
"linLIR","1.1"
"linprog","0.9-2"
"LinRegInteractive","0.3-0"
"LINselect","0.0-1"
"lint","0.3"
"lintr","0.2.0"
"liso","0.2"
"lisp","0.1"
"lisrelToR","0.1.4"
"list","7.1"
"LIStest","2.1"
"llama","0.7.2"
"lle","1.1"
"lllcrc","1.2"
"lmbc","0.9.1"
"lm.beta","1.5"
"lm.br","2.6"
"lme4","1.1-7"
"lmec","1.0"
"lmeNB","1.2"
"lmeNBBayes","1.2"
"lmenssp","1.0"
"LMERConvenienceFunctions","2.5"
"lmerTest","2.0-20"
"lmeSplines","1.1-10"
"LMest","2.0"
"lmeVarComp","1.0"
"lmf","1.2"
"lmm","0.9"
"lmmfit","1.0"
"lmmlasso","0.1-2"
"lmmot","0.1.2"
"lmms","1.2"
"lmodel2","1.7-2"
"lmom","2.4"
"lmomco","2.1.1"
"Lmoments","1.1-6"
"lmomRFA","3.0"
"lmSupport","2.9.1"
"lmtest","0.9-33"
"loa","0.2.15"
"localdepth","0.5-7"
"localgauss","0.34"
"localsolver","2.3"
"locfit","1.5-9.1"
"locits","1.4"
"Lock5Data","2.6"
"locpol","0.6-0"
"loe","1.0"
"log4r","0.2"
"logbin","1.0"
"LogConcDEAD","1.5-9"
"logconcens","0.16-4"
"logcondens","2.1.2"
"logcondens.mode","1.0.1"
"logcondiscr","1.0.5"
"logconPH","1.5"
"logging","0.7-103"
"LogicForest","2.1.0"
"LOGICOIL","0.99.0"
"LogicReg","1.5.5"
"logistf","1.21"
"LogisticDx","0.1"
"logitchoice","0.9.4"
"LogitNet","0.1-1"
"logitnorm","0.8.29"
"loglognorm","1.0.1"
"logmult","0.6"
"LogrankA","1.0"
"logspline","2.1.5"
"lokern","1.1-6"
"lomb","1.0"
"longCatEDA","0.17"
"longitudinal","1.1.10"
"longitudinalData","2.2"
"longmemo","1.0-0"
"longpower","1.0-10"
"loop","1.1"
"LoopAnalyst","1.2-3"
"lordif","0.2-2"
"lorec","0.6.1"
"LOST","1.1"
"LowRankQP","1.0.2"
"lpc","1.0.2"
"LPCM","0.44-8"
"lpint","2.0"
"lpme","1.0.0"
"LPmerge","1.6"
"lpmodeler","0.2-1"
"lpridge","1.0-7"
"LPS","1.0.4"
"lpSolve","5.6.10"
"lpSolveAPI","5.5.2.0-14"
"LPStimeSeries","1.0-3"
"lqa","1.0-3"
"lqmm","1.5.1"
"lrmest","1.0"
"LS2W","1.3-3"
"LS2Wstat","2.0-3"
"lsa","0.73"
"LSAfun","0.3.2"
"LSC","0.1.5"
"LSD","2.5"
"lsdv","1.1"
"lsgl","1.0.123.1"
"lshorth","0.1-6"
"lsmeans","2.13"
"LSMonteCarlo","1.0"
"lspls","0.2-1"
"lsr","0.3.2"
"lss","0.52"
"ltbayes","0.3"
"ltm","1.0-0"
"ltmle","0.9.3-1"
"LTPDvar","1.1"
"LTR","1.0.0"
"ltsa","1.4.4"
"ltsbase","1.0.1"
"ltsk","1.0.1"
"lubridate","1.3.3"
"luca","1.0-5"
"lucid","1.0"
"lumi",NA
"Luminescence","0.3.4"
"lunar","0.1-04"
"lvm4net","0.1"
"LVMMCOR","0.01.1"
"LVQTools","1.2"
"lxb","1.3"
"lymphclon","1.3.0"
"M3","0.3"
"m4fe","0.1"
"maboost","1.0-0"
"MAc","1.1"
"MAclinical","1.0-5"
"MAd","0.8-1"
"mada","0.5.6"
"MADAM","1.2.2"
"mads","0.1.0"
"madsim","1.1"
"Maeswrap","1.4.11"
"magic","1.5-6"
"magicaxis","1.9.3"
"magma","1.3.0-2"
"magrittr","1.5"
"mail","1.0"
"mailR","0.3"
"MAINT.Data","0.3"
"makeProject","1.0"
"MALDIquant","1.11"
"MALDIquantForeign","0.9"
"mallet","1.0"
"MAMA","2.2.1"
"MAMS","0.3"
"MAMSE","0.1-3"
"managelocalrepo","0.1.4"
"ManyTests","1.1"
"Map2NCBI","1.0"
"MAPA","1.9"
"mapdata","2.2-3"
"MapGAM","0.7-4"
"MAPLES","1.0"
"mapmisc","1.0.0"
"mapplots","1.5"
"mapproj","1.2-2"
"maps","2.3-9"
"mapStats","1.17"
"maptools","0.8-30"
"maptpx","1.9-1"
"maptree","1.4-7"
"mAr","1.1-2"
"MAR1","1.0"
"mar1s","2.1"
"marelac","2.1.4"
"MareyMap","1.2"
"marg","1.2-2"
"markdown","0.7.4"
"marked","1.1.6"
"maRketSim","0.9.2"
"markovchain","0.0.9.5"
"MarkowitzR","0.1402"
"marmap","0.9.1"
"marqLevAlg","1.1"
"marray",NA
"MARSS","3.9"
"maSAE","0.1-2"
"MASS","7.3-35"
"MASSTIMATE","1.2"
"MasterBayes","2.52"
"MAT","2.2"
"MATA","0.1"
"Matching","4.8-3.4"
"MatchingFrontier","0.3.17"
"matchingMarkets","0.1-2"
"MatchIt","2.4-21"
"mathgraph","0.9-11"
"matie","1.2"
"matlab","1.0.2"
"matpow","0.1.1"
"matR","0.9"
"Matrix","1.1-4"
"matrixcalc","1.0-3"
"MatrixEQTL","2.1.0"
"MatrixModels","0.3-1.1"
"matrixpls","0.5.0"
"matrixStats","0.12.2"
"MATTOOLS","1.1"
"MAVIS","1.0"
"MAVTgsa","1.3"
"MaXact","0.2.1"
"maxent","1.3.3.1"
"maxLik","1.2-0"
"maxlike","0.1-5"
"maxstat","0.7-20"
"MBA","0.0-8"
"mbbefd","0.1"
"MBCluster.Seq","1.0"
"MBESS","3.3.3"
"mbest","0.1"
"MBI","1.0"
"mblm","0.12"
"MBmca","0.0.3-4"
"mbmdr","2.6"
"mboost","2.4-1"
"mc2d","0.1-15"
"MC2toPath","0.0.16"
"MCAPS","0.3-2"
"MCAvariants","1.0"
"mcbiopi","1.1.2"
"mcc","1.0"
"mcclust","1.0"
"MCDA","0.0.7"
"mcga","2.0.9"
"mcgibbsit","1.1.0"
"mcGlobaloptim","0.1"
"mcheatmaps","1.0.0"
"MChtest","1.0-2"
"mcIRT","0.41"
"mcll","1.2"
"mclogit","0.3-1"
"mclust","4.4"
"mcmc","0.9-3"
"MCMCglmm","2.21"
"MCMC.OTU","1.0.8"
"MCMCpack","1.3-3"
"mcmcplots","0.4.1"
"MCMC.qpcr","1.1.3"
"mcmcse","1.0-1"
"mco","1.0-15.1"
"Mcomp","2.05"
"MConjoint","0.1"
"MCPAN","1.1-15"
"McParre","1.0.1"
"MCPerm","1.1.4"
"MCPMod","1.0-8"
"mcprofile","0.2-1"
"mcr","1.2.1"
"MCS","0.1.0"
"mcsm","1.0"
"McSpatial","2.0"
"mda","0.4-4"
"mdatools","0.5.3"
"mded","0.1-1"
"MDM","1.3"
"MDPtoolbox","4.0.2"
"MDR","1.2"
"mdscore","0.1-2"
"mdsdt","1.0"
"measuRing","0.1"
"meboot","1.4-5"
"mederrRank","0.0.7"
"medflex","0.4.0"
"mediation","4.4.3"
"MedOr","0.1"
"medSTC","1.0.0"
"MEET","5.1.1"
"mefa","3.2-5"
"mefa4","0.3-1"
"megaptera","1.0-0"
"meifly","0.3"
"mem","1.4"
"memgene","1.0"
"memisc","0.96-10"
"memoise","0.2.1"
"MEMSS","0.9-2"
"memuse","1.1"
"MergeGUI","0.2-1"
"MergeMaid",NA
"merror","2.0.1"
"MESS","0.3-2"
"meta","4.0-2"
"metaArray",NA
"MetABEL","0.2-0"
"MetabolAnalyze","1.3"
"metacom","1.4.2"
"metacor","1.0-2"
"MetaDE","1.0.5"
"metafolio","0.1.0"
"metafor","1.9-5"
"metagen","1.0"
"MetaLandSim","0.1"
"metaLik","0.41.0"
"metaMA","2.1"
"metamisc","0.1.1"
"metaMix","0.1"
"metap","0.6"
"MetaPCA","0.1.4"
"metaplus","0.6-1"
"MetaQC","0.1.13"
"metaRNASeq","0.4"
"metasens","0.2-0"
"MetaSKAT","0.40"
"metatest","1.0-4"
"Metatron","0.1-1"
"meteoForecast","0.43"
"meteogRam","1.0"
"MetFns","1.0"
"Meth27QC","1.1"
"MethComp","1.22"
"Methplot","1.0"
"methylumi",NA
"Metrics","0.1.1"
"metRology","0.9-17"
"mets","1.0"
"MetSizeR","1.1"
"MetStaT","1.0"
"mewAvg","0.3.0"
"MExPosition","2.0.3"
"MF","4.3.2"
"mfblock","1.0"
"MFDA","1.1-4"
"MFHD","0.0.1"
"mFilter","0.1-3"
"mfp","1.5.0"
"MfUSampler","0.9"
"mfx","1.1"
"mgcv","1.8-4"
"MGL","1.1"
"MGLM","0.0.6"
"mgpd","1.99"
"mgraph","1.03"
"MGRASTer","0.9"
"MGSDA","1.1"
"mGSZ","1.0"
"MHadaptive","1.1-8"
"mhsmm","0.4.12"
"mht","3.0.11"
"mhurdle","1.0-1"
"mi","0.09-19"
"mice","2.22"
"miceadds","1.0"
"micEcon","0.6-12"
"micEconAids","0.6-16"
"micEconCES","0.9-8"
"micEconSNQP","0.6-6"
"microbenchmark","1.4-2"
"MicroDatosEs","0.6.3.1"
"micromap","1.9"
"micromapST","1.0.3"
"micropan","1.0"
"MicroStrategyR","1.0-1"
"MicSim","1.0.6"
"midasr","0.3"
"MigClim","1.6"
"migest","1.6"
"migration.indices","0.3.0"
"migui","0.00-09"
"MIICD","1.1"
"MILC","1.0"
"mime","0.2"
"MImix","1.0"
"MindOnStats","0.11"
"minerva","1.4.1"
"minet",NA
"Miney","0.1"
"minfi",NA
"miniCRAN","0.1-1"
"miniGUI","0.8.0"
"minimax","1.0"
"minpack.lm","1.1-8"
"minPtest","1.7"
"minqa","1.2.4"
"minque","1.1"
"minxent","0.01"
"miP","1.1"
"mipfp","1.0"
"MIPHENO","1.2"
"miRada","1.13.8-8"
"mirt","1.7"
"mirtCAT","0.3"
"miRtest","1.8"
"misc3d","0.8-4"
"miscF","0.1-2"
"miscFuncs","1.2-6"
"miscset","0.4"
"miscTools","0.6-16"
"missForest","1.4"
"MissingDataGUI","0.2-2"
"missMDA","1.7.3"
"MissMech","1.0.1"
"MiST","1.0"
"mistat","1.0-2"
"mistral","1.1-1"
"MitISEM","1.0"
"mitools","2.3"
"mix","1.0-8"
"mixAK","3.8"
"mixcat","1.0-3"
"mixdist","0.5-4"
"MixedTS","1.0.1"
"mixer","1.7"
"mixexp","1.1.9"
"MixGHD","1.2"
"mixlm","1.0.7"
"mixlow","1.0.1"
"MixMAP","1.3.1"
"mixOmics","5.0-3"
"mixor","1.0.1"
"mixPHM","0.7-1"
"mixRasch","1.1"
"mixreg","0.0-5"
"mixsep","0.2.1-2"
"MixSim","1.0-9"
"mixsmsn","1.0-9"
"mixtools","1.0.2"
"mixture","1.1"
"MixtureInf","1.0-1"
"mizer","0.2"
"mkde","0.1"
"mkin","0.9-34"
"MKLE","0.05"
"MKmisc","0.96"
"mkssd","1.1"
"mlbench","2.1-1"
"MLCM","0.4.1"
"mlDNA","1.1"
"MLDS","0.4.3"
"mlearning","1.0-0"
"MLEcens","0.1-4"
"mlegp","3.1.4"
"mleur","1.0-6"
"mlgt","0.16"
"mlica2","2.1"
"mlmmm","0.3-1.2"
"mlmRev","1.0-6"
"mlogit","0.2-4"
"mlogitBMA","0.1-6"
"mlPhaser","0.01"
"mlr","2.2"
"MLRMPA","1.0"
"MM","1.6-2"
"mmand","1.1.0"
"mmap","0.6-12"
"mmcm","1.2-5"
"mmds","1.1"
"mme","0.1-5"
"mmeln","1.1"
"mmeta","2.2"
"MMIX","1.2"
"mmm","1.4"
"mmm2","1.2"
"MMMS","0.1"
"mmod","1.2.1"
"MMS","3.00"
"mnlogit","1.2.0"
"MNM","1.0-0"
"mnormpow","0.1.1"
"mnormt","1.5-1"
"MNP","2.6-4"
"mobForest","1.2"
"Mobilize","2.16-4"
"MOCCA","1.2"
"Modalclust","0.6"
"modeest","2.1"
"modehunt","1.0.6"
"modelfree","1.1-1"
"ModelGood","1.0.9"
"ModelMap","3.0.15"
"modeltools","0.2-21"
"modiscloud","0.14"
"MODISTools","0.94.4"
"modTempEff","1.5.2"
"moduleColor","1.08-3"
"moe430a.db",NA
"MOJOV","1.0.1"
"mokken","2.7.7"
"mombf","1.5.9"
"moments","0.13"
"Momocs","0.2-6"
"mondate","0.10.01.02"
"MonetDB.R","0.9.5"
"monitoR","1.0.2"
"monmlp","1.1.2"
"monomvn","1.9-5"
"MonoPoly","0.2-8"
"monreg","0.1.2"
"moonBook","0.1.1"
"moonsun","0.1.3"
"mopsocd","0.5.1"
"MOrder","0.1"
"morgenstemning","1.0"
"Morpho","2.2"
"morse","1.0.2"
"MorseGen","1.2"
"mosaic","0.9.1-3"
"mosaicData","0.9.1"
"moult","1.4"
"move","1.2.475"
"movMF","0.2-0"
"mp","0.2.0"
"mpa","0.7.3"
"MPAgenomics","1.1.2"
"mpath","0.1-17"
"MPCI","1.0.6"
"mpcv","1.1"
"MPDiR","0.1-15"
"mph","0.9"
"MPINet","1.0"
"MplusAutomation","0.6-3"
"mpm","1.0-22"
"mpMap","1.14"
"mpmcorrelogram","0.1-3"
"mpmi","0.41"
"mpoly","0.0.5"
"Mposterior","0.1.2"
"mppa","1.0"
"MPSEM","0.2-6"
"mpt","0.5-0"
"MPTinR","1.6.3"
"MPV","1.35"
"mQTL","1.0"
"mra","2.13"
"mratios","1.3.17"
"MRCE","2.0"
"MRCV","0.3-3"
"mrds","2.1.10"
"mreg","1.1"
"MRH","1.1"
"mritc","0.4-0"
"mRm","1.1.5"
"MRMR","0.1.3"
"mRMRe","2.0.5"
"MRSP","0.4.3"
"MRsurv","0.2"
"MRwarping","1.0"
"msap","1.1.8"
"msarc","1.4.3"
"MsatAllele","1.05"
"msBP","1.0-1"
"MSBVAR","0.9-1"
"msda","1.0.1"
"mseapca","1.0"
"MSeasy","5.3.3"
"MSeasyTkGUI","5.3.3"
"mseq","1.2"
"MSG","0.2.2"
"msgl","2.0.125.1"
"msgpackR","1.1"
"msgps","1.3"
"msir","1.3"
